,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,9,0.0012989044189453125,0.75,0.742,0.7466666666666667,0.7386666666666666,0.7469166666666668,0.025025126262307733
2,2,37,0.013473272323608398,0.7733333333333333,0.772,0.7593333333333334,0.7493333333333334,0.7740833333333335,0.031105666686312955
3,3,93,0.04968976974487305,0.7733333333333333,0.7739999999999999,0.7593333333333333,0.75,0.7750833333333332,0.027594408652639926
4,4,163,0.12185287475585938,0.7733333333333333,0.7753333333333332,0.7613333333333333,0.7606666666666667,0.7800833333333334,0.023023086239685592
5,5,219,0.1796128749847412,0.7733333333333333,0.7753333333333332,0.7666666666666668,0.7526666666666666,0.7766666666666666,0.0248327740429189
6,6,247,0.21616077423095703,0.7733333333333333,0.7733333333333332,0.7653333333333332,0.7653333333333333,0.7796666666666665,0.028971250116854353
7,7,255,0.23165488243103027,0.7733333333333333,0.772,0.7633333333333334,0.748,0.7790833333333333,0.02474158105969248
8,8,256,0.23216795921325684,0.7733333333333333,0.7746666666666666,0.7573333333333334,0.75,0.7799166666666667,0.02668866280318709
