k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.8,"0,1,2,3,5,6",6,0.7766666666666666,0.023333333333333428
2,0.81,"0,1,3,5,6,7",6,0.8,0.010000000000000009
3,0.81,"1,2,4,5,6,7",6,0.7833333333333333,0.026666666666666727
4,0.8033333333333333,"1,2,4,5,6,7",6,0.7733333333333333,0.030000000000000027
5,0.8033333333333333,"1,2,4,5,6,7",6,0.77,0.033333333333333326
6,0.8033333333333333,"0,1,3,4,5,6",6,0.7733333333333333,0.030000000000000027
7,0.7866666666666666,"1,2,3,4,5,6,7",7,0.7733333333333333,0.013333333333333308
8,0.7733333333333333,"0,1,2,3,4,5,6,7",8,0.7733333333333333,0.0
