dataset,n_attr,best_k_accuracy,max_accuracy,best_k_noise,noise_robustness,best_k_stability,stability
dados_covid_sbpo_atual,9,5,0.69505222230693,3,0.6872303118091028,4,0.002507287229920699
banknotes,5,1,1.0,1,1.0,1,0.0
transfusion,4,2,0.7280701754385965,3,0.7140350877192982,1,0.02299246128421277
mammographic,4,2,0.8171206225680934,2,0.8140077821011673,1,0.02417957801247554
raisin,7,1,0.8592592592592593,1,0.7896296296296297,5,0.019519476046510977
rice,7,2,0.926605504587156,7,0.8720183486238533,2,0.007059671150047759
diabetes,8,5,0.7933333333333333,4,0.7513333333333334,2,0.023113397990487394
skin,4,1,1.0,1,0.9996017816836739,1,0.0
pure_pairwise_interaction,15,2,0.78,4,0.744,10,0.023144473782453268
