k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.9998111895913971,"2,3",2,0.9733605678043924,0.026450621787004747
2,1.0,"0,3",2,0.9975454646881624,0.002454535311837591
3,1.0,"1,2,3",3,0.9998798479217982,0.00012015207820181839
4,1.0,"0,1,2,3",4,1.0,0.0
