dataset,n_attr,best_k_accuracy,max_accuracy,best_k_noise,noise_robustness,best_k_stability,stability
dados_covid_sbpo_atual,9,6,0.6947472745292369,2,0.6880003049477776,4,0.002909344577762915
banknotes,5,1,1.0,1,1.0,1,0.0
transfusion,4,2,0.7280701754385965,2,0.708187134502924,1,0.026427397362857444
mammographic,4,1,0.8132295719844358,3,0.8124513618677043,2,0.025709492202143684
raisin,7,2,0.8703703703703703,6,0.7755555555555556,4,0.020966856070902526
rice,7,3,0.9288990825688074,7,0.8706422018348624,3,0.0069052393039175305
diabetes,8,4,0.7733333333333333,2,0.7506666666666667,1,0.024752244567131904
skin,4,1,1.0,1,0.9996446931401746,1,0.0
