k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7958715596330275,"0,1,2,3,4,5",6,0.7446483180428135,0.051223241590213964
2,0.9097859327217125,"1,2,3,4,5",5,0.8509174311926605,0.058868501529051986
3,0.926605504587156,"0,2,3,4,5",5,0.9136085626911316,0.012996941896024405
4,0.9304281345565749,"2,3,4,5,6",5,0.9243119266055045,0.006116207951070374
5,0.9319571865443425,"1,2,4,5,6",5,0.9296636085626911,0.002293577981651307
6,0.9334862385321101,"0,1,2,3,4,5,6",7,0.9334862385321101,0.0
7,0.9288990825688074,"0,1,2,3,4,5,6",7,0.9288990825688074,0.0
