k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7192982456140351,"0,1,2,3",4,0.7192982456140351,0.0
2,0.716374269005848,"0,2,3",3,0.7134502923976608,0.0029239766081872176
3,0.7105263157894737,"0,2,3",3,0.7076023391812866,0.0029239766081871066
4,0.7046783625730995,"0,1,2,3",4,0.7046783625730995,0.0
