noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation
0.05,0.9998833951712885,0.9947555135833467,0.997450333966297,0.9902406509964751
0.05,0.9998510854150259,0.9972614236684955,0.9990701399561275,0.997172227642578
0.05,0.9985678328981062,0.9965849172819392,0.9969257702613135,0.9935673575574064
0.05,0.9990063058629816,0.9948163142572967,0.9966559485808277,0.989718497155299
0.05,0.9992351813638864,0.9959918531153549,0.9978181430584846,0.9890098148584041
0.05,0.9969788894165323,0.9922564039206618,0.996684577642161,0.9883406085045878
0.05,0.998528447683547,0.9935559081248446,0.9983962356178961,0.9948567217318467
0.05,0.9986689917009207,0.9908573339739098,0.9977158929800175,0.9939165437631275
0.05,0.9981105590908181,0.9947972073266517,0.9974404390325365,0.9908784713289831
0.05,0.9992327628033716,0.9898459580270967,0.9964826231259823,0.9916735521459958
0.1,0.9981010660857591,0.9763677256756381,0.9894308431578915,0.9663588442112608
0.1,0.9981030822298365,0.9791232033852603,0.991286254258781,0.973609176272802
0.1,0.9953137914804688,0.9642212639962362,0.9876460004845069,0.9667799388337847
0.1,0.9967635577344067,0.9714173345362576,0.9936339137683183,0.9656054221629697
0.1,0.9962683700035023,0.9755465331997305,0.9921671141024329,0.9642361007823843
0.1,0.9950025217331389,0.9684335389464767,0.99350970637775,0.9744765241731961
0.1,0.9980244016093147,0.9835782756085911,0.9936195546155914,0.9827722300900141
0.1,0.9946674969985475,0.9670261374502769,0.9909759567431028,0.9736913406155846
0.1,0.9980141095601539,0.9789157815853302,0.9952837272772441,0.9854020288437013
0.1,0.9984870602657947,0.9802438364179626,0.9937117248372842,0.9711580670849113
0.2,0.9901046035889374,0.9349311858581557,0.9753876006011422,0.9426092309194439
0.2,0.9966918204158428,0.9295529422208507,0.9784747807773859,0.9218695669658601
0.2,0.9524430367936993,0.8825154464751648,0.9484617401378047,0.8907043822051622
0.2,0.9803737577607655,0.791080068180495,0.9574634706126727,0.8155649751184055
0.2,0.9800922291887088,0.8762321428112276,0.971594453136723,0.9204791116056295
0.2,0.9961795444041606,0.9406713431632334,0.9850334344463874,0.9570609401213699
0.2,0.9878450829387668,0.8798958900032067,0.9695472639215852,0.857928643112146
0.2,0.9726866158478813,0.7774387863329185,0.9370381803619615,0.77343517703164
0.2,0.9895730508058137,0.835747066414601,0.9698328805643364,0.8755734712074282
0.2,0.9924908946034078,0.9317511499436151,0.9604586205522188,0.8983053730304915
0.3,0.9631266974832049,0.7280110928764119,0.9318281303674469,0.7341658698214771
0.3,0.9923251797527936,0.8813124734526595,0.9556719151461428,0.9049059932560785
0.3,0.9941879970630388,0.8885330845035805,0.9620523321895118,0.836086721846306
0.3,0.9905854382317297,0.9141010450666605,0.9714333018347279,0.9410148630903115
0.3,0.9946665122196996,0.8206602401477545,0.9628306982396446,0.841182691046489
0.3,0.9597293124827785,0.868601135902098,0.9628090154502338,0.8930467944980768
0.3,0.9948862230226979,0.796840722844059,0.9471740956774257,0.7843719199016159
0.3,0.9608028810430054,0.8177096075546022,0.9571820314848625,0.8024985265532537
0.3,0.9627694430044602,0.872569996120445,0.9525880947875112,0.8656209999799711
0.3,0.9723591622928057,0.8971123402719157,0.9381542678130054,0.8665305528000203
