noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation
0.05,0.9983153753786932,0.9943283013880774,0.9974361880709379,0.9925849543162276,0.9979136072535433,0.9935283052721171,
0.05,0.9989445632665553,0.9919709454854395,0.9974045881001188,0.9936046294929202,0.9978010722100615,0.9979559583408036,
0.05,0.998709529103556,0.9921316587323363,0.99705689598881,0.9902797459130878,0.9970409761126448,0.9907905262534391,
0.05,0.9992199699615378,0.9930537021882551,0.9979822370709335,0.9941157633903505,0.9980180785735397,0.996502608483288,
0.05,0.9989873769085869,0.9885253940207614,0.9960667653943865,0.9888075806785973,0.9977983468393024,0.9970022937914645,
0.05,0.9991428919577079,0.9857816844430588,0.9976395815520892,0.9904119280401384,0.9965881528548998,0.9936542482084486,
0.05,0.9990355562291207,0.9891608975564791,0.996960398387238,0.9912242592701361,0.9982919906867594,0.9981057747868862,
0.05,0.9996323630031658,0.9926211548877931,0.9969648221399644,0.9916471838435882,0.9976959358713166,0.9944498325858073,
0.05,0.9991705997794966,0.9901991296384925,0.9979193487037368,0.9859959570379573,0.9965434972665367,0.9704108550641095,
0.05,0.9980378977152523,0.982420459008197,0.9961903184691894,0.9864737554980182,0.9971446995867959,0.9909412379478687,
0.1,0.9984744718614003,0.9653970065377667,0.9923312083338589,0.9721398724901179,0.9943522329556822,0.9738736686077814,
0.1,0.9941392314230129,0.9708331067564527,0.9883691040980225,0.9701538561533182,0.9906962462541057,0.9908853431887911,
0.1,0.9978645582979908,0.9818934558664996,0.9912162360561032,0.9823036230386331,0.9897348011802114,0.9925002875098926,
0.1,0.9969411793356977,0.9513099286982425,0.9893483498311302,0.9578126575045088,0.9898966016335461,0.9701475502767838,
0.1,0.9989669341747831,0.9831838093715637,0.9910028834455232,0.9870386713553878,0.9939774549764651,0.9772879041356081,
0.1,0.9984099107772026,0.9678386752068922,0.9889064232874751,0.9688128778908984,0.9844159612387942,0.9653686919861801,
0.1,0.9973627451629553,0.9882726798126515,0.9922982967201507,0.9810555968621371,0.9905928043850495,0.9753445486257343,
0.1,0.9970216933080571,0.9717726276659308,0.9922224078239673,0.9709281357419856,0.9917942327980355,0.9832737375619701,
0.1,0.998183549441175,0.9767875608185351,0.9935912032270335,0.9819443528108669,0.9959467440314553,0.9820607775616811,
0.1,0.9933250242216383,0.9560846786353832,0.9900585860253662,0.9667943347266428,0.9910775599592556,0.9805478361792104,
0.2,0.9937692201248001,0.9009350443102928,0.9714518131225103,0.9275132907910352,0.9732827528367903,0.9380629961602311,
0.2,0.9877420802796834,0.9095319258743513,0.9716707293387532,0.93520764129433,0.982830883533841,0.9656203906522528,
0.2,0.9914200302858267,0.9274256936277961,0.971088283333989,0.9131645817324423,0.9558942338439631,0.9211673493583257,
0.2,0.9811864897270731,0.8301427398055878,0.9583683003372437,0.8863592420198391,0.9778631696907149,0.8511604983144099,
0.2,0.9859498275293201,0.9078924212658438,0.9562876799879574,0.913217646501469,0.9427140289476739,0.8866234361946819,
0.2,0.991396243930291,0.8439274748524461,0.9734301412166723,0.8449074308116564,0.9748605581841521,0.9312702950966801,
0.2,0.9965411965357992,0.967458373015945,0.9807685662652901,0.925838537609941,0.9857238668105888,0.9579729755182214,
0.2,0.9945613092939766,0.8978866646902759,0.9674069620074888,0.9046949615756051,0.9681338286505702,0.9198470349731113,
0.2,0.9853472484325178,0.9061475552000301,0.9767390116350684,0.8805646715945209,0.9699737529197884,0.8710751415738349,
0.2,0.9921845564469802,0.9309281121844258,0.9872973743585873,0.9488099774739328,0.9892841187177733,0.9841291346506076,
0.3,0.9837426901612188,0.8764028339395719,0.9405834740450403,0.8179939438122623,0.9634119417719056,0.8341459099697773,
0.3,0.9896075496985409,0.808690828931686,0.9534327634977418,0.8678446927649449,0.959418932573106,0.909665196278649,
0.3,0.9749149892968813,0.8405490930874565,0.9537100849910349,0.8596329174616291,0.9654190910256175,0.947053371967904,
0.3,0.9939294504907491,0.854599487525023,0.9787981506908959,0.8451165902502717,0.9772392326812849,0.9681802788496976,
0.3,0.9602917831990628,0.8237976043734584,0.9544111216727099,0.7706714348647423,0.953637484472149,0.6364117420124322,
0.3,0.9592392089217966,0.8244144243256007,0.9415243569970169,0.8111541323524695,0.9635902512809366,0.7925726139169107,
0.3,0.9659328952089541,0.7987908369554543,0.9436375546504991,0.861004052478787,0.9404754151122252,0.8374020671279705,
0.3,0.9856918151837939,0.8290801148160479,0.9150083463646848,0.8471343426136727,0.9196923468913344,0.9347759544222899,
0.3,0.9988173885623772,0.8574629642047626,0.9357703743666064,0.8138496874078445,0.850817851607608,0.895279709403482,
0.3,0.9806957290602016,0.7590361770252348,0.9461107250623219,0.6782847744090618,0.9252820394325938,0.648380875682967,
