noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation
0.05,0.9965630591702778,0.9760728286578976,0.9925474014979524,0.9791878219057077,0.9929407672589214
0.05,0.9997283849913268,0.9959030713698891,0.9980699380304142,0.9932148794441124,0.998461639736287
0.05,0.999186231757193,0.9878446497855736,0.9955995665773417,0.9870859815452351,0.9935729996641398
0.05,0.9989332479226657,0.9951550133865641,0.997862085611481,0.991502174267417,0.9986057425227495
0.05,0.996647588543174,0.9759047791918715,0.9947166079828694,0.9843443183486001,0.9963184502663154
0.05,0.9986404512125452,0.9892636203265243,0.997949033435612,0.9935516371420574,0.9985525330421839
0.05,0.9991609599872628,0.9957151126132543,0.998712636401809,0.996572818134026,0.9983568999213362
0.05,0.9985239804659461,0.9912441338934099,0.9957799516694459,0.9853392215125981,0.9949924102877377
0.05,0.9986992141549746,0.9913384134565176,0.9983227839007704,0.9909125794920954,0.9983116101377106
0.05,0.999665902365921,0.9949620302244037,0.997831948551788,0.9913627923741305,0.9972958149966974
0.1,0.9985287025802849,0.9718680899764778,0.9919480044288879,0.9666333223636069,0.9914723373945649
0.1,0.9942805918200528,0.9423120314985973,0.9844687224644835,0.9431369302330008,0.9815810843677891
0.1,0.9976847914674428,0.9679613665473528,0.9909941875821818,0.9747082462324713,0.9932183505886786
0.1,0.9975955421705349,0.9690295341323354,0.9899599660484059,0.9658874871030928,0.9817045232813577
0.1,0.9972705248834506,0.9724614445332614,0.9909139537849851,0.9748983723159083,0.9914848968597454
0.1,0.9980812931312868,0.9561423327087502,0.9918945045196212,0.9756777286451859,0.9924588125366671
0.1,0.9972734217832356,0.9680437001868061,0.9897208081823979,0.9727220555712098,0.9931376132912685
0.1,0.9960129018710555,0.980901142172043,0.9955829107462775,0.9772589762061413,0.9968372924588812
0.1,0.9982784659585773,0.9667747311929278,0.9923434717609172,0.9706176029809901,0.9949973396335826
0.1,0.9969664513681753,0.9753540139957679,0.987797617031062,0.9693928713337328,0.9868559571157353
0.2,0.9960420136275053,0.9148297692381778,0.9768054986018826,0.9264933415041575,0.9793356743822041
0.2,0.9955388566187741,0.877037704682445,0.9756850640142573,0.8540551797746834,0.9767686396694891
0.2,0.9860254079670643,0.8959676235259705,0.9669877682651905,0.8983829895638219,0.9770557165495862
0.2,0.9924399027002542,0.9620817699250807,0.9859999870986289,0.9517186695531877,0.9868281462887564
0.2,0.9553175420411769,0.8753788452623699,0.9508852758059559,0.8939698287252917,0.9794189445863682
0.2,0.9813589542179242,0.8735042688221899,0.9722689328656816,0.940228456873093,0.9792030049748379
0.2,0.9935276962571489,0.871617089197683,0.9649784185482931,0.8532129728556315,0.9653997854493858
0.2,0.9968968087688502,0.9017975498357877,0.9692124481541747,0.8952351533589401,0.9617458120229456
0.2,0.986345869343531,0.8452065849733785,0.9733336028668627,0.8579543021799916,0.9734634631136538
0.2,0.9741998212154357,0.8823363538076558,0.9729444320209587,0.9426926673275438,0.9826511102179977
0.3,0.9803369473810855,0.8059395699701294,0.9470091269473562,0.8597303372548674,0.9560474209615737
0.3,0.9982664742050755,0.7871290758551077,0.9583298397092774,0.7259323500955497,0.9585540676810702
0.3,0.9879472961353921,0.7593260069035583,0.9335558160436733,0.7095805232687298,0.9222694456695917
0.3,0.9793271718331533,0.7163427336410753,0.9510645915815057,0.8114441132453666,0.9580758566355754
0.3,0.9453783340184929,0.663609697367409,0.8984065439553487,0.7734116166965158,0.8794286429676424
0.3,0.9835441518633893,0.9269391754427395,0.9541411395866359,0.8729503912904993,0.9673505957029717
0.3,0.9917048772100975,0.8090330522874647,0.9570117472681445,0.8866527605973247,0.9789253116748805
0.3,0.9969377798665722,0.8785136345173984,0.9750541705393981,0.8369212819903191,0.9397349209594789
0.3,0.9874363441187383,0.833540404084209,0.9630913588840618,0.8833507340515846,0.9715801213158142
0.3,0.9716249433943959,0.7698638070152545,0.9377949378301356,0.7385646002533688,0.9040357807308835
