,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,6,0.1387770175933838,0.8927789934354485,0.8888402625820568,0.8835886214442012,0.8700218818380744,0.8542669584245077,0.8924383561643836,0.014944044001425188
2,2,16,0.23454642295837402,0.9846827133479212,0.9838074398249452,0.9794310722100658,0.9811816192560174,0.9606126914660832,0.9866301369863015,0.005041095890410979
3,3,26,0.3020656108856201,1.0,1.0,1.0,0.9982494529540482,0.9903719912472647,1.0,0.0
4,4,31,0.3528006076812744,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,5,32,0.35750365257263184,1.0,1.0,1.0,1.0,0.9991247264770241,1.0,0.0
