,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,5,8.910048007965088,1.0,1.0,0.9999982835417398,0.9996017816836739,1.0,0.0
2,2,11,17.228649377822876,1.0,1.0,0.9999948506252199,0.9993065508629494,1.0,0.0
3,3,15,24.515516996383667,1.0,1.0,0.9999931341669599,0.9992962521133892,1.0,0.0
4,4,16,24.548253774642944,1.0,1.0,0.9999948506252199,0.9993494623194501,1.0,0.0
