noise_level,phi_correlation,interaction_correlation
0.05,0.9969316143835131,0.997457175045803
0.05,0.9975866952607306,0.9889922113013133
0.05,0.9969912652028771,0.9955338618749001
0.05,0.9973658568890981,0.9841911154504656
0.05,0.9966860521453149,0.9964564262593627
0.05,0.995648229919255,0.9973226484149095
0.05,0.9964406880503781,0.9930383501117069
0.05,0.9969509640278222,0.992972202366673
0.05,0.9957868411900268,0.9943347844844528
0.05,0.9970502589914642,0.9881529479186788
0.1,0.9931965584599431,0.9734634093199213
0.1,0.9920414068459026,0.9844008073844762
0.1,0.9905990605356568,0.9732919705378749
0.1,0.983408300443685,0.9826297415436289
0.1,0.9941025525908749,0.9677281857884986
0.1,0.9933066716062693,0.9675813566287192
0.1,0.989838808693746,0.9841699520232915
0.1,0.9897206993056354,0.9865207376182041
0.1,0.9879080386571867,0.9657677075310247
0.1,0.9903223323406855,0.9604689450999928
0.2,0.965403423119197,0.8706003407972484
0.2,0.9598808558221982,0.928978205518352
0.2,0.9589484508448867,0.8139568737330235
0.2,0.963174567708518,0.9291519605358101
0.2,0.9701586706973588,0.8830832526987441
0.2,0.9593414687321885,0.8392332989243775
0.2,0.9552053738213254,0.8601244206642672
0.2,0.9438944767419698,0.9031124200766238
0.2,0.9419725665099578,0.7502606220273751
0.2,0.9887819999170152,0.8335879362597063
0.3,0.8950842399721863,0.8907488748812926
0.3,0.9381138323937857,0.6650663028677167
0.3,0.8974958917446907,0.8609692257060759
0.3,0.9186747888670116,0.6967298653051718
0.3,0.9060183835369602,0.8363160309518949
0.3,0.9510589424063471,0.8618046233565391
0.3,0.8978833806002421,0.6118781336570226
0.3,0.8631111530787173,0.9320949606932101
0.3,0.9493576751712679,0.9254135400077339
0.3,0.9247639456521659,0.8541916026070744
