noise_level,phi_correlation,interaction_correlation
0.05,0.9967646281023855,0.9774675284384085
0.05,0.9981078150177058,0.9965486839890648
0.05,0.9973248972263056,0.985750008024905
0.05,0.997884886807272,0.9905940024876596
0.05,0.9965116538073879,0.9910942882362801
0.05,0.9949081582457517,0.9876399729082096
0.05,0.9971483509438488,0.9901975933108788
0.05,0.9981845140359923,0.9936195749217336
0.05,0.9967332921145147,0.9895959846280802
0.05,0.9966538606937301,0.9906266642719478
0.1,0.9863920530624115,0.973973780704541
0.1,0.991443123036814,0.9655051918822063
0.1,0.990695851789821,0.947052792118111
0.1,0.9918685801194647,0.9290139663892009
0.1,0.9914751469997648,0.9661119604635997
0.1,0.9935004736647799,0.9560769837813535
0.1,0.988351196159951,0.9717902239971579
0.1,0.9874395368725848,0.9582993628922637
0.1,0.9921317261171708,0.9014263384557959
0.1,0.992276516805424,0.9342241350324375
0.2,0.9291899897587169,0.8215300593362342
0.2,0.9539330643664725,0.9476238740053287
0.2,0.9529865124987542,0.875794181967798
0.2,0.9664101504354204,0.9296517254434237
0.2,0.9803362249147621,0.7703745663668737
0.2,0.9233917580199739,0.846007204886178
0.2,0.9710845391917784,0.9083347390567642
0.2,0.9635775807295448,0.8476596119288802
0.2,0.976220207997354,0.6244400064988008
0.2,0.966717034634321,0.930668508824083
0.3,0.9238596759537668,0.7219589214860709
0.3,0.9170849777358888,0.8980894852415313
0.3,0.9232427892872406,0.7811079011359584
0.3,0.9077840369710023,0.6192516265991873
0.3,0.8770776190817582,0.8961095227718316
0.3,0.971787228938519,0.826933494829229
0.3,0.9366756984482763,0.6713886426602957
0.3,0.9025307211214926,0.9002537529977936
0.3,0.9236927721797474,0.764410515207626
0.3,0.8800171586929535,0.6692025461095213
