noise_level,phi_correlation,interaction_correlation
0.05,0.9976585531178395,0.9888730309602867
0.05,0.997861058281636,0.9938416270892922
0.05,0.9985212288633445,0.9963235076403608
0.05,0.9981741239167176,0.9546486588940116
0.05,0.996344378696804,0.9184694920098556
0.05,0.9984407313432675,0.9887644148516557
0.05,0.9993202825816336,0.9688355657478266
0.05,0.9990044214602034,0.9713845446102835
0.05,0.9970626287633947,0.9887732934142102
0.05,0.9986999519872432,0.955593889446332
0.1,0.9876209174475294,0.6345658842544774
0.1,0.9935663813963117,0.8989281782680246
0.1,0.9942898039160449,0.9441859355288242
0.1,0.9913321593795035,0.7944599674978118
0.1,0.996463407033894,0.960811974583091
0.1,0.996879245601542,0.8524977307575653
0.1,0.9945631859361004,0.9087943859402882
0.1,0.9894773014059126,0.9092528323040018
0.1,0.9877422823467936,0.8088554303049554
0.1,0.9958452062199309,-0.8545735542543594
0.2,0.993361957782761,-0.8739282371392832
0.2,0.9521534305134344,0.9696296255098833
0.2,0.9782652341864153,0.3725127261822861
0.2,0.9683571025139187,0.9957747031158737
0.2,0.9783676398733514,0.9195927127208645
0.2,0.9670686435273894,0.7845390621975851
0.2,0.9550756238675709,-0.5675954074636587
0.2,0.9683118778814446,0.7554129461557282
0.2,0.98654619276792,0.022427210851680604
0.2,0.9780223630163764,-0.734031577925232
0.3,0.937564867408402,0.4716047228137521
0.3,0.9539449396391829,-0.6050899351203761
0.3,0.9268146785388288,0.8120884146256658
0.3,0.9431752472493211,0.28476282971799
0.3,0.9120178542031852,0.9926458196650918
0.3,0.931245480077627,0.8239213443766861
0.3,0.9217884857658997,0.8331998417047989
0.3,0.9636864006939775,-0.6417285822201548
0.3,0.9603099906924232,0.6029269185974596
0.3,0.9633619707899468,0.8061219272393617
