Feature,Phi_Value
0,0.1309116120786187
1,-0.6237997899693327
2,0.4003485424724355
3,0.6280540030689893
4,0.7194428912462841
5,-0.3687984268433111
6,-0.43715343450925986
7,0.23174167287321062
8,-0.25639785381090885
9,-0.47470938617750047
10,-0.10081307377391452
11,0.41673342570026023
12,-0.6903872487834556
13,0.5705235892598486
14,0.11579508026836341
