noise_level,phi_correlation,order2_correlation
0.05,0.9999980696498668,0.9999433464607628
0.05,0.9999983277736546,0.9999386004897517
0.05,0.9999983214250568,0.9999302959913339
0.05,0.9999982003985931,0.9999278439012468
0.05,0.9999985018872488,0.9999277802651475
0.05,0.9999978996010346,0.9999134155243502
0.05,0.9999988580763689,0.9999104931736039
0.05,0.9999980511495373,0.9999343847010475
0.05,0.9999986405196378,0.999939697478315
0.05,0.9999985815863176,0.9999502990188545
0.1,0.9999728770738447,0.9990232739366014
0.1,0.9999726583809412,0.9992253894643188
0.1,0.9999693649748826,0.9990595800091473
0.1,0.9999642143723929,0.9990720682810977
0.1,0.9999764333856875,0.9993696626795068
0.1,0.9999697043797944,0.9990008722456891
0.1,0.9999676325465926,0.9990275553296659
0.1,0.9999652085741433,0.9988949286600524
0.1,0.9999710030925089,0.9990558044364883
0.1,0.9999655220212754,0.9989634094516125
0.2,0.9997826452377458,0.9986752088635189
0.2,0.9998765040699968,0.9974202033446851
0.2,0.9998601267141601,0.9981398400640127
0.2,0.999928659094481,0.998244835580549
0.2,0.9998867215844526,0.9976019280627332
0.2,0.9998953289768053,0.9972763043284842
0.2,0.9998537490445426,0.9986754036897264
0.2,0.9998746052286174,0.9983154076044323
0.2,0.9998835234445134,0.9987487848440245
0.2,0.9999319625840846,0.9980345274144855
0.3,0.9894610051401554,0.951299871583703
0.3,0.9903285904020431,0.9741991316762558
0.3,0.9907656966532897,0.9706985195225156
0.3,0.98974897336289,0.9603944225858562
0.3,0.9897470514768824,0.9778951974156402
0.3,0.9905454479535145,0.9595375711460129
0.3,0.992817173125279,0.9638691306515969
0.3,0.9899419853584294,0.9673775608579015
0.3,0.9910481293023242,0.9701108597661023
0.3,0.9904481768163251,0.9683737496348006
