noise_level,phi_correlation,order2_correlation,order3_correlation
0.05,0.9999962686236525,0.9999823379626432,0.9999712014957246
0.05,0.9999965632077752,0.9999916183857117,0.9999679422609534
0.05,0.9999968906699357,0.9999806307076529,0.9999665992432257
0.05,0.9999953031289915,0.9999724603584357,0.9999731941497892
0.05,0.999995666910948,0.9999753842224688,0.9999785559712608
0.05,0.9999959551880772,0.9999875680790599,0.9999708179578628
0.05,0.9999967090394585,0.9999818819552362,0.9999739673436575
0.05,0.9999949874382718,0.999989283303024,0.9999702154840037
0.05,0.9999977296869267,0.9999795127019357,0.9999658908527346
0.05,0.9999972268945947,0.9999929852907332,0.9999705940057975
0.1,0.9999399302246553,0.9998680956331027,0.9994604015028408
0.1,0.9999497971819266,0.9998824675749486,0.9994409445931315
0.1,0.9999513310798192,0.9998398441575447,0.9995099131171843
0.1,0.9999456223813207,0.9997957717950201,0.9994598350672431
0.1,0.9999394541518866,0.9998907416347341,0.9994257767862258
0.1,0.99995158625861,0.9999128103452836,0.9994505366563539
0.1,0.9999342649004752,0.9997300106305332,0.9994754232216485
0.1,0.9999539259798,0.9998363333759849,0.9994934088564446
0.1,0.9999419995568302,0.9998185552343245,0.9994113016077941
0.1,0.9999450898635753,0.9998066537908435,0.9995226448594314
0.2,0.9995047246972645,0.9981564380597806,0.9876175091322684
0.2,0.999611907501334,0.9975334497642406,0.9864442978351501
0.2,0.999597922094637,0.9981653394333304,0.9875614574625591
0.2,0.9996843532603871,0.9983609238463488,0.9902262219290747
0.2,0.9995343720049188,0.99817152514346,0.9876128894176182
0.2,0.9996505954706999,0.9983386920389494,0.9885302998431486
0.2,0.9995775261302347,0.9979397650678038,0.9873240732411324
0.2,0.999493662820248,0.9983083218643329,0.9866996472132153
0.2,0.9995653865067782,0.9980165403964217,0.9868432164639741
0.2,0.9995786873215747,0.9988394468273718,0.9884992278043565
0.3,0.9865398651312205,0.9857793075792942,0.9532869988206536
0.3,0.9890971499102591,0.9798829909761404,0.9486493792297943
0.3,0.9860423216271322,0.982560560245528,0.9491983775952946
0.3,0.9865107502068277,0.9900425543952845,0.9623709649222298
0.3,0.9863692246820471,0.981787077470077,0.9415557609914985
0.3,0.9879927160354983,0.9915957268289133,0.967140786102872
0.3,0.9871437084555192,0.9901789626808474,0.9718676608607842
0.3,0.9872628519520221,0.9899737759836122,0.9520902653648488
0.3,0.9857604213539302,0.988650393435858,0.9628591049591989
0.3,0.987732904703237,0.9851298366828627,0.948703506326392
