,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,8,0.16399693489074707,0.9220183486238532,0.9197247706422018,0.9122324159021407,0.881651376146789,0.8292048929663609
2,2,29,0.43799805641174316,0.9250764525993884,0.9174311926605505,0.9035168195718655,0.8672782874617736,0.822935779816514
3,3,64,0.8230555057525635,0.9243119266055045,0.9155963302752292,0.9039755351681957,0.874159021406728,0.8444954128440367
4,4,99,1.469649314880371,0.9258409785932722,0.9188073394495413,0.9110091743119266,0.8720183486238533,0.8533639143730888
5,5,120,1.4998536109924316,0.9258409785932722,0.9185015290519877,0.9088685015290519,0.8836391437308869,0.8559633027522937
6,6,127,1.5442335605621338,0.9258409785932722,0.918960244648318,0.9140672782874617,0.8882262996941896,0.8610091743119266
7,7,128,1.5607686042785645,0.9258409785932722,0.9175840978593273,0.9113149847094801,0.8851681957186545,0.8611620795107033
