Feature,Phi_Value
0,0.1845333280613722
1,-0.5231943542760588
2,0.45902829888679736
3,0.6574856749843558
4,0.7287052240258978
5,-0.4969488034331877
6,-0.4426306135315614
7,0.23344829441784168
8,-0.11575757288839394
9,-0.41565052665907404
10,-0.11098257883165899
11,0.4736001472648095
12,-0.7726224738865863
13,0.6695500650886446
14,0.09820550374161843
