,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,5,0.0020012855529785156,0.7509727626459144,0.7525291828793774,0.7517509727626459,0.7486381322957198
2,2,11,0.009007930755615234,0.7937743190661478,0.7906614785992218,0.7844357976653696,0.7750972762645915
3,3,15,0.010359764099121094,0.7704280155642024,0.7735408560311283,0.77431906614786,0.7673151750972762
4,4,16,0.015583992004394531,0.8093385214007782,0.8140077821011673,0.8070038910505837,0.7992217898832685
