,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,noise_0.1_std,noise_0.2_std,noise_0.3_std,bootstrap_mean,bootstrap_std
1,1,8,0.0009999275207519531,0.8592592592592593,0.8562962962962963,0.8503703703703703,0.8444444444444444,0.0027715980642770035,0.008950404424884853,0.008445743889623228,0.850925925925926,0.021134652241691355
2,2,29,0.001999378204345703,0.8703703703703703,0.8629629629629629,0.8548148148148147,0.8459259259259259,0.007027283689263099,0.006372092790401939,0.006869347033700507,0.874537037037037,0.02391776176498054
3,3,64,0.0030002593994140625,0.8629629629629629,0.8637037037037038,0.8585185185185186,0.8451851851851853,0.004319223625811324,0.005925925925925926,0.0154316049303701,0.8605555555555554,0.02248379999027619
4,4,99,0.0050029754638671875,0.8666666666666667,0.8614814814814814,0.8562962962962963,0.8503703703703703,0.007257747386024242,0.007181747936913115,0.012081115874296378,0.8657407407407408,0.02167537020503634
5,5,120,0.015510082244873047,0.8629629629629629,0.8629629629629628,0.8503703703703704,0.8459259259259259,0.005237828008789249,0.006017806225656262,0.009251848886516117,0.8656481481481483,0.021999072495724758
6,6,127,0.011464595794677734,0.8629629629629629,0.86,0.8570370370370372,0.8414814814814815,0.006372092790401939,0.007257747386024244,0.006372092790401939,0.864074074074074,0.0260045105299299
7,7,128,0.008455514907836914,0.8629629629629629,0.8614814814814814,0.8533333333333333,0.8518518518518517,0.005023948135648344,0.006869347033700507,0.010986960721623184,0.8687962962962963,0.024013634958564324
