,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,5,1.2963225841522217,1.0,1.0,1.0,0.999541705644573,1.0,0.0
2,2,11,2.9628169536590576,1.0,1.0,1.0,0.9995743183515134,1.0,0.0
3,3,15,4.124655723571777,1.0,1.0,1.0,0.9995348398115329,1.0,0.0
4,4,16,4.506564378738403,1.0,1.0,1.0,0.9996275285575743,1.0,0.0
