k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.695906432748538,"1,3",2,0.6929824561403509,0.0029239766081871066
2,0.7280701754385965,"0,1,2,3",4,0.7280701754385965,0.0
3,0.7017543859649122,"0,1,2,3",4,0.7017543859649122,0.0
4,0.7017543859649122,"0,1,2,3",4,0.7017543859649122,0.0
