,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,6,0.006002187728881836,0.975929978118162,0.9684901531728667,0.9448577680525163,0.9080962800875273
2,2,16,0.013099431991577148,0.9978118161925602,0.9929978118161925,0.9540481400437638,0.9229759299781181
3,3,26,0.018508434295654297,1.0,0.9978118161925602,0.9789934354485776,0.937855579868709
4,4,31,0.021573305130004883,1.0,1.0,0.999562363238512,0.9938730853391686
5,5,32,0.027502775192260742,1.0,1.0,0.9991247264770241,0.9908096280087527
