,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,5,26.018299102783203,1.0,0.9981393592461314,0.9878663565598744,0.9611359520764854
2,2,11,47.16012740135193,1.0,0.9996841716801551,0.9942738952445523,0.9801749070966966
3,3,15,39.7687828540802,1.0,0.9999982835417398,0.9990422162909054,0.9933452913258781
4,4,16,26.259481191635132,1.0,1.0,0.9997270831366558,0.995549223731752
