,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,noise_0.1_std,noise_0.2_std,noise_0.3_std,bootstrap_mean,bootstrap_std
1,1,5,8.774101257324219,1.0,1.0,0.9999982835417398,0.9996017816836739,0.0,3.4329165200741586e-06,7.334721588487477e-05,1.0,0.0
2,2,11,21.018510341644287,1.0,1.0,0.9999948506252199,0.9993065508629494,0.0,6.865833040109459e-06,7.06463860048801e-05,1.0,0.0
3,3,15,26.030408143997192,1.0,1.0,0.9999931341669599,0.9992962521133892,0.0,6.422398727721278e-06,6.908611229930508e-05,1.0,0.0
4,4,16,26.654995679855347,1.0,1.0,0.9999948506252199,0.9993494623194501,0.0,4.204446901876287e-06,7.548514294595688e-05,1.0,0.0
