k_value,feature_combination,features_kept,features_dropped,kept_indices,accuracy,n_params
3,"[1, 2, 3, 4, 6, 7]",6,2,"1,2,3,4,6,7",0.7266666666666667,42
3,"[0, 1, 2, 3, 4, 7]",6,2,"0,1,2,3,4,7",0.7233333333333334,42
3,"[0, 1, 2, 3, 4, 6]",6,2,"0,1,2,3,4,6",0.7133333333333334,42
3,"[0, 1, 2, 3, 4, 5]",6,2,"0,1,2,3,4,5",0.7,42
3,"[0, 1, 3, 4, 5, 6]",6,2,"0,1,3,4,5,6",0.6866666666666666,42
3,"[0, 1, 2, 3, 6, 7]",6,2,"0,1,2,3,6,7",0.6866666666666666,42
3,"[1, 2, 4, 5, 6, 7]",6,2,"1,2,4,5,6,7",0.6833333333333333,42
3,"[0, 1, 2, 3, 4, 6, 7]",7,1,"0,1,2,3,4,6,7",0.6833333333333333,64
3,"[0, 1, 2, 3, 4, 5, 6]",7,1,"0,1,2,3,4,5,6",0.68,64
3,"[0, 1, 2, 3, 5, 7]",6,2,"0,1,2,3,5,7",0.68,42
3,"[1, 3, 4, 5, 6, 7]",6,2,"1,3,4,5,6,7",0.68,42
3,"[0, 1, 2, 4, 5, 6]",6,2,"0,1,2,4,5,6",0.6766666666666666,42
3,"[0, 1, 3, 4, 6, 7]",6,2,"0,1,3,4,6,7",0.6733333333333333,42
3,"[1, 2, 3, 4, 5, 6]",6,2,"1,2,3,4,5,6",0.6733333333333333,42
3,"[0, 1, 2, 3, 4, 5, 7]",7,1,"0,1,2,3,4,5,7",0.6733333333333333,64
3,"[0, 1, 2, 4, 5, 7]",6,2,"0,1,2,4,5,7",0.6733333333333333,42
3,"[0, 1, 3, 4, 5, 7]",6,2,"0,1,3,4,5,7",0.67,42
3,"[0, 2, 4, 5, 6, 7]",6,2,"0,2,4,5,6,7",0.6666666666666666,42
3,"[0, 2, 3, 4, 6, 7]",6,2,"0,2,3,4,6,7",0.6666666666666666,42
3,"[1, 2, 3, 4, 5, 6, 7]",7,1,"1,2,3,4,5,6,7",0.6633333333333333,64
3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0,"0,1,2,3,4,5,6,7",0.66,93
3,"[1, 2, 3, 5, 6, 7]",6,2,"1,2,3,5,6,7",0.66,42
3,"[0, 1, 2, 3, 5, 6]",6,2,"0,1,2,3,5,6",0.6566666666666666,42
3,"[0, 1, 2, 5, 6, 7]",6,2,"0,1,2,5,6,7",0.6566666666666666,42
3,"[0, 1, 2, 4, 6, 7]",6,2,"0,1,2,4,6,7",0.6566666666666666,42
3,"[0, 1, 3, 4, 5, 6, 7]",7,1,"0,1,3,4,5,6,7",0.6533333333333333,64
3,"[0, 1, 2, 4, 5, 6, 7]",7,1,"0,1,2,4,5,6,7",0.6533333333333333,64
3,"[1, 2, 3, 4, 5, 7]",6,2,"1,2,3,4,5,7",0.6466666666666666,42
3,"[0, 2, 3, 4, 5, 6, 7]",7,1,"0,2,3,4,5,6,7",0.6433333333333333,64
3,"[0, 3, 4, 5, 6, 7]",6,2,"0,3,4,5,6,7",0.64,42
3,"[0, 2, 3, 4, 5, 6]",6,2,"0,2,3,4,5,6",0.64,42
3,"[0, 1, 4, 5, 6, 7]",6,2,"0,1,4,5,6,7",0.64,42
3,"[0, 1, 3, 5, 6, 7]",6,2,"0,1,3,5,6,7",0.6333333333333333,42
3,"[0, 1, 2, 3, 5, 6, 7]",7,1,"0,1,2,3,5,6,7",0.63,64
3,"[2, 3, 4, 5, 6, 7]",6,2,"2,3,4,5,6,7",0.6266666666666667,42
3,"[0, 2, 3, 4, 5, 7]",6,2,"0,2,3,4,5,7",0.6233333333333333,42
3,"[0, 2, 3, 5, 6, 7]",6,2,"0,2,3,5,6,7",0.6066666666666667,42
