,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,5,0.003998517990112305,0.6023391812865497,0.6035087719298244,0.5824561403508772,0.5929824561403508
2,2,11,0.0432584285736084,0.7046783625730995,0.691812865497076,0.6859649122807018,0.684795321637427
3,3,15,0.07119607925415039,0.7017543859649122,0.7105263157894737,0.7029239766081871,0.7
4,4,16,0.07376670837402344,0.7280701754385965,0.7140350877192982,0.7134502923976608,0.6918128654970761
