noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation
0.05,0.9965285378109499,0.9941520017221147,0.9931434727241862,0.9892293250610708,0.9903770554459673,0.9874589582572149,0.9881415756772527,0.9845885496859885,0.9843375609478254,0.9785917539884725,0.9805878677432276
0.05,0.9956699258749633,0.9938758294569672,0.9934066508106599,0.9898914037718927,0.9905328098413898,0.987819557042955,0.9870016830551913,0.985554618300499,0.9829430615920293,0.9808003270780598,0.9821835461059731
0.05,0.9976734508191297,0.993448002343281,0.9930915363878668,0.989304186162138,0.9908016332892043,0.9876707776835341,0.9879999248574256,0.9850263523302795,0.9831138955778695,0.9803542797193006,0.979662210394474
0.05,0.9930566023191005,0.9932428835366391,0.9936214570902009,0.989786938688255,0.990144415202702,0.9884454231428291,0.9872974700429716,0.984671483914837,0.9828997466309619,0.9735875030241511,0.9790698962323655
0.05,0.986844326388409,0.9944145590721207,0.9932302619621047,0.9893495195959521,0.9896081766909177,0.9870840351784079,0.9865172863402362,0.984907821918506,0.9833411929166239,0.9811677265972066,0.9814749751261095
0.05,0.9967813079656134,0.9945862045703391,0.9936796242184612,0.9900375746494509,0.9907299980950882,0.9876712732222517,0.9882212735289148,0.9841870195739568,0.984834979753401,0.9788606271486275,0.9804392813372284
0.05,0.9965577081745114,0.9947324573159922,0.9944105244800215,0.9904419836622982,0.9911246058903568,0.9887928009981407,0.9873071095049335,0.9871584718828916,0.9835350261593971,0.9818111112677531,0.9817883329510326
0.05,0.9896007726808613,0.9946566488038108,0.9936603569366607,0.9899858398214001,0.9901006979192046,0.9875230025496207,0.9862223529540829,0.9853434622932107,0.9827225955453137,0.9813188893432754,0.9839798530918782
0.05,0.9974775926408914,0.9946239764178993,0.9934409632444756,0.9905313180889008,0.9901924133523983,0.9878393025744107,0.9876790261658163,0.9846701858386853,0.9845949882466465,0.980139301402353,0.9802316254475977
0.05,0.9949963391835188,0.9958584620624248,0.9929746495515686,0.9895067346759768,0.9898833647327934,0.9877274372720802,0.986889059323115,0.9855829360087701,0.9830611740836331,0.98164535748309,0.9820516582540044
0.1,0.971334740353772,0.9756578742319946,0.9743102968266563,0.9642199382296517,0.9624884992930022,0.9604909809694433,0.9517697767977086,0.9523598635486562,0.9394302962164032,0.9292321352589746,0.9344264419534384
0.1,0.9747739156020047,0.9749847066405983,0.9751206096714139,0.9614347097765721,0.963392815847112,0.9558457919678214,0.950658349239083,0.9468324599636739,0.9405475150295449,0.929418876352312,0.941572552385177
0.1,0.986086854577558,0.9770852391979779,0.9748937934092685,0.9630799642770231,0.9659993966907608,0.9565870570125428,0.956697349443786,0.9479364345563152,0.9380943916503557,0.9369424172860216,0.9280650887668094
0.1,0.9808869990935842,0.9754557370290134,0.976227979037438,0.9606095547531113,0.9679211441482827,0.9562584086724613,0.9583178566840943,0.9471048520962949,0.9383725599230377,0.9322223232332028,0.9136349972505462
0.1,0.9763229302263279,0.9799011764485656,0.9718914992913681,0.9607748832308425,0.9612903453633087,0.9556442536682297,0.9519222590494442,0.9492598620294224,0.9444445114478918,0.9232476460224557,0.9483146554165771
0.1,0.9831797511058793,0.9819957299374685,0.9761598846815996,0.9630792991920588,0.9636455557705218,0.9612222994278713,0.9522657707245243,0.9556908032127611,0.9338553130802952,0.9320463990145267,0.9053009496422179
0.1,0.9763660576886766,0.9785621804477346,0.9762508559183405,0.9614743599916604,0.9623259893358039,0.9545845378734958,0.9513029874599994,0.9427135569361372,0.9480129867004055,0.9188791456062705,0.9505352891707425
0.1,0.9771668012520244,0.9771613435746418,0.976299492677449,0.9632997292206057,0.9644986336298951,0.9572929964287101,0.9525773602117152,0.9459668163683115,0.9414664761024018,0.9247695178552864,0.9405449245384964
0.1,0.9689320732258209,0.9825901630322436,0.9743680752033641,0.9638363616456912,0.9636433300457927,0.951544695967772,0.9539216017790122,0.9427381420582672,0.9417670543469396,0.9299679410697164,0.9397095265955872
0.1,0.9618699136709039,0.9816952129612448,0.9758458185065209,0.9619963472899381,0.9648720256584413,0.9567772750142561,0.9520963856158806,0.9497594307731054,0.933797882308789,0.9319413174679313,0.9133654584904778
0.2,0.9314516201856129,0.9301660414856535,0.9049690851091272,0.8836140298023986,0.8651237081744735,0.8592724168545871,0.821806540882754,0.8354564672187047,0.7792563502325827,0.789519218255623,0.7539118611035157
0.2,0.9398635542622886,0.9339308594917293,0.9076370720273748,0.8680944876006476,0.8851679031477242,0.8542062095084795,0.8502044692648323,0.8399770455336651,0.8062131421498052,0.7988303193786455,0.8018671220732855
0.2,0.9443540035349737,0.9276989560912756,0.922621258003627,0.8800747955992487,0.8846518514426874,0.868404083430763,0.8609314699387485,0.8532219389827459,0.8364713382844181,0.814854551985369,0.8284832643848817
0.2,0.9073976258843144,0.8962751059627961,0.9042890465069395,0.8669962641925879,0.8783862995143558,0.8453429423368877,0.8435336789151908,0.8085317839858287,0.8100881760494248,0.7367757300613499,0.8002014647658119
0.2,0.8994360210446277,0.9268687841039139,0.9110350716283381,0.8780642424701642,0.8930677628748241,0.8781825210037939,0.8711408159540611,0.8688418286619596,0.8463643872269774,0.8310768881007208,0.8438178255153062
0.2,0.9459973345830178,0.9197969006583185,0.913825174351633,0.8751830364232935,0.8776790000157589,0.857318240141154,0.8406364053216655,0.8277197851385847,0.8161129489392424,0.7746210349817627,0.8411837043160262
0.2,0.9168818340954171,0.9254343729178754,0.9194831231172585,0.8824073293684597,0.8786568485591542,0.8605108437468977,0.8334069342051714,0.8362889999369585,0.7908437197902154,0.7895585623630504,0.8052748725657934
0.2,0.9379322715914269,0.9348292488420495,0.9186687698356715,0.8887769113742114,0.8958717752393256,0.8617760393151196,0.8740819511837159,0.8312683982931369,0.8322536320191872,0.8050617956680953,0.7931563053691938
0.2,0.8889269193570734,0.9153275780676656,0.9128322539303416,0.8774800702546084,0.8797367699662245,0.860991255959862,0.8313050316380625,0.8483347759951457,0.77093027309333,0.8274980070658463,0.7517167999656673
0.2,0.9400926373669729,0.917623640144113,0.9193425998953793,0.8723134509996495,0.8914386146065655,0.8535993661606179,0.8572377284553687,0.827034432186809,0.8140973095655147,0.8089190534646694,0.8123472385050612
0.3,0.9190975078288092,0.875963070738796,0.8452127039961044,0.7557197695076961,0.7910670953614041,0.7216416108734022,0.7366061052579307,0.6874340479826628,0.7017583564753267,0.6309734062360969,0.6952822268707063
0.3,0.953398666757417,0.8570178040192264,0.8457378397781367,0.7710729304788829,0.7693316043912272,0.7383522099894603,0.6951425855895009,0.6830684486352852,0.622647244864156,0.5699982212241325,0.6049148566209893
0.3,0.6877984769335661,0.8497956179472703,0.8322347994623395,0.7726510639143769,0.7782641270842386,0.7530311765479047,0.7301051071919682,0.7242633732467595,0.6869644382075953,0.6444185520223127,0.6811297854097739
0.3,0.8366448339085226,0.8732087127212625,0.830707314664163,0.7869412138170279,0.7837745387726484,0.7438139966106766,0.7344400131804253,0.7000675429983589,0.6752758147754834,0.6267730933646076,0.6645100146625041
0.3,0.7544607856617257,0.843848470002229,0.8207601582569055,0.7749324557262025,0.7722101249028938,0.7429318278044578,0.7192981139149078,0.717066902794554,0.6450543381467935,0.683535471667782,0.5971707918712409
0.3,0.8101623415650806,0.7952730239262689,0.79618965165344,0.7567145402270087,0.7487493493633339,0.7262706278518063,0.7203819446950116,0.6774447390633689,0.6741144035995776,0.622277823758251,0.6614714437190231
0.3,0.9030871540159738,0.8724807132342992,0.8370082699598502,0.7646412498540041,0.7639466119914791,0.71519821740277,0.7138937729740465,0.6806851314587714,0.6672816186018016,0.6216269798804753,0.6201277948254343
0.3,0.8526392623982267,0.7977446551129809,0.8214482836176374,0.7501369517673443,0.7838728271833676,0.749195875594658,0.7386796802103321,0.7151810462442425,0.6374281984838384,0.6324521778332751,0.5849196577392559
0.3,0.828235624752203,0.8806653391716697,0.8409161600341016,0.784494499891022,0.798479882663335,0.7606528635158555,0.765366361101582,0.7354556149492371,0.716206934145457,0.6885045880171382,0.6468054346231369
0.3,0.8856862633139694,0.8428255896924831,0.820436358499007,0.7564010488059398,0.7563269760576005,0.7105445375015165,0.7070527714391802,0.6481014107771904,0.6904552801825873,0.5722574138257203,0.7178062236847469
