noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation
0.05,0.9955461978779929,0.9956124312500629,0.9927937056536565,0.9901630965928537,0.989859226819499,0.9883249995749919,0.9878035073593253,0.9870121276152075,0.9858405522684487
0.05,0.9942824485323097,0.9945492640864753,0.9940850043672336,0.9902774496738402,0.990147195174304,0.988542051426534,0.9855546980786256,0.9848602379113243,0.981066665162538
0.05,0.997585043833259,0.9949414570056836,0.9942536523829378,0.9897498836289812,0.9908487444386396,0.9872126329614478,0.9876780197729659,0.9834198620827163,0.9845867117134515
0.05,0.9951663159329358,0.9945079404764446,0.993911090987603,0.990049244174575,0.991276381265022,0.9875724013995005,0.9878414681489655,0.9852933346345674,0.9827819412898076
0.05,0.9922342627740531,0.9937618337862393,0.9933612420418939,0.9897615128628209,0.9904622965896905,0.9888261695295782,0.9880901394548491,0.9864306465257457,0.9848091596542098
0.05,0.9964547849576938,0.9954482554471209,0.9931694573573367,0.9902476748504419,0.9907803135252805,0.9883000331241562,0.9891383744220495,0.9861995109427714,0.9845020311095088
0.05,0.9973873329765344,0.9941832590717589,0.9934388930261783,0.9911935811093329,0.9903554387533937,0.9893552282050261,0.9878394824695382,0.9856138382274572,0.9836357293364911
0.05,0.9944059925078526,0.9939542311563343,0.9932969725332793,0.989577941385289,0.9905939323525381,0.9880765780135676,0.9874615328716965,0.986809491147833,0.9839166171331468
0.05,0.9940535243848196,0.9931993546567253,0.9920841505434814,0.9895872079279966,0.9898873325355554,0.9871450199533525,0.9876599135166952,0.9842392367090306,0.9817425485275332
0.05,0.9977790185237891,0.9933471296030559,0.9934318749804666,0.9909955463260665,0.9901803810234102,0.9886963655447767,0.9872850319302157,0.985130239666495,0.981483071734921
0.1,0.9764701397116792,0.9816969129761436,0.9775609654192395,0.9659518852972409,0.9672299909318419,0.9597636699592735,0.9563270847782126,0.9495979792412891,0.9404570022744875
0.1,0.9814608267745768,0.9742848623117725,0.9718405792111724,0.9627551000345608,0.9577879061237362,0.9575190056007372,0.9434332758720642,0.9502924722800936,0.9315954807557857
0.1,0.9905297005809457,0.9804045614963801,0.9772373967380916,0.961464918041533,0.9657948350590714,0.9536518180540486,0.9529332470013099,0.9436020129860347,0.9376032608900234
0.1,0.9847655290875098,0.9810529996674763,0.9789935341379552,0.963997651983923,0.9663862453311204,0.9574308792414543,0.9539341909237932,0.9479244076858946,0.9447934615806963
0.1,0.980526331414243,0.97554188427378,0.9738081463525643,0.9654216373155139,0.9640658967919594,0.9587781886441459,0.9546649118134721,0.9467883486458651,0.9407652709758
0.1,0.9798377334706488,0.9789728638485654,0.9746938143078947,0.9613548700453018,0.9640773275415068,0.9574503675932556,0.9525174236237189,0.9507060203478439,0.9434801158070335
0.1,0.976133806798863,0.9736392881452782,0.9732577278965969,0.9640577663783598,0.9622230880976458,0.9568816033269493,0.9508666813852352,0.9472140677647779,0.9368287188395215
0.1,0.9791508275342777,0.9804477147082168,0.9742355443778439,0.9618629177024774,0.963158325920844,0.9544726023954834,0.9537421141827943,0.9512144213977763,0.9473870291210218
0.1,0.9781662673992325,0.9832927143581797,0.9748113079561034,0.967031441154209,0.9643356083214115,0.9599890864347354,0.9531270306812313,0.9459451363753002,0.9338110283925773
0.1,0.972099656453428,0.9807378991009807,0.9733083299203197,0.9629683902429007,0.9637627270917197,0.9553498144772209,0.953378937400528,0.9448682715444519,0.938179671284463
0.2,0.8757359691978006,0.9342626740078175,0.917758819208076,0.878719361298454,0.8750944544712346,0.8516413129887712,0.8324277998320158,0.8252753855565333,0.8092225941998309
0.2,0.9422437082733937,0.93833733729621,0.9211645973166888,0.8764575749567839,0.8788977951363877,0.8576931008154939,0.8323362306630684,0.8406755738005866,0.7897849037589966
0.2,0.9394774501675701,0.9123559986705024,0.9167716614102526,0.8697580605247123,0.8773148118708142,0.850242726583343,0.8433222154210446,0.8290019209503727,0.8161688262914568
0.2,0.9089217159628583,0.924146744891401,0.9118113758227487,0.8694470711575855,0.8775317549431929,0.8443057584326008,0.8367423521685032,0.8099058522322238,0.7865022766200205
0.2,0.9476165500452153,0.9262397978677961,0.9121060690777527,0.8835756293948895,0.8679643230929182,0.86527615796036,0.8216361042788294,0.8462867486617427,0.773859637159153
0.2,0.8903864570438003,0.8992681527651353,0.9073721710414278,0.8647726006079661,0.8744753223278923,0.857040615134332,0.8371628792533844,0.8303348913329923,0.8046127893955045
0.2,0.9251347157099692,0.9318325444272141,0.9085903734383654,0.8810521639461916,0.884103393462704,0.859596180251381,0.857523359523498,0.8258625249203388,0.8237970886027239
0.2,0.9006031406007378,0.9365774738950888,0.9086419019060163,0.8850005490064751,0.8788762818442886,0.8722543984791304,0.8395930948530826,0.8580166742914591,0.7723588219985167
0.2,0.9443943212631319,0.9304890190786117,0.9063209877588766,0.878688917341028,0.8810930856881547,0.8597425884598338,0.8515596671260781,0.8431528003649477,0.8090517871422553
0.2,0.9002325741833883,0.9190982648675984,0.9196300952567392,0.875573133515165,0.8791446163377558,0.8564692106026155,0.8450962724970416,0.8299392638148965,0.8163947549858503
0.3,0.879405451090809,0.8566435053539403,0.8326187809441253,0.7775950895701059,0.7953695867510764,0.7187595119542354,0.7590818881429411,0.6436185642574589,0.6836887307047977
0.3,0.7649099020920858,0.8251273318107819,0.809520282484447,0.7544411722427385,0.7499602287761064,0.7371985773693435,0.7147149330638596,0.6959414978709159,0.7238767897107475
0.3,0.8852257349299538,0.8197958549139465,0.8539819769629828,0.7662969436130965,0.802947060589137,0.7440118735944613,0.7395839641868295,0.6854243447282847,0.6866205077214839
0.3,0.8630097021279033,0.8275911212551755,0.8135522483996979,0.7461542766355671,0.7620264792998925,0.7221297007862316,0.7124990862904487,0.6631032382340587,0.6515187703080514
0.3,0.868669095193386,0.8547417842995744,0.8152666535886749,0.7650005309177913,0.7546713173616336,0.7280494138094258,0.7058498047830266,0.6755555365831729,0.6722253816771503
0.3,0.8943001933028437,0.8246156324552265,0.8223799540551265,0.7571607490643782,0.7722752769155851,0.716712826696975,0.7393828603584318,0.6678618008853967,0.6919765587513615
0.3,0.8601396277605764,0.8469563299483374,0.8501158598836527,0.7831419713417417,0.7851216348389586,0.7603380750591044,0.7213792517469727,0.7030347529521173,0.6623457218216127
0.3,0.9203415827294552,0.8816064977516005,0.8382495551690755,0.7868865159610777,0.7893773461612065,0.75003068528527,0.7344810488519768,0.7210911859070943,0.6752607418536637
0.3,0.9210854671657109,0.8798112831538806,0.8385076508391417,0.7771074016254667,0.7930396615697966,0.7142821816861471,0.7664948049374242,0.6592479293614811,0.7283985741497682
0.3,0.8457633152726253,0.8392566512396287,0.824823868800019,0.7586761069731242,0.7679962129574017,0.7094172439741487,0.7038522577854539,0.6601397046270375,0.6128800623849536
