noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation
0.05,0.9969371230111023,0.9943104213977701,0.9934543646301016,0.9897874532658503,0.9912199505426253,0.988462764363011,0.9877625895967156,0.9874647008431944,0.9838978733694412,0.982977383196161
0.05,0.994829992455392,0.9956955870622451,0.9929917044752875,0.990269799829035,0.9908413554823269,0.9883300351199779,0.9880710498939459,0.9869761568969795,0.9845511398981918,0.9845362812414009
0.05,0.9962695412489431,0.9950224167544353,0.9936097229880047,0.989963938452658,0.990233271247657,0.9876016436226982,0.9869124751013121,0.9849194195190816,0.9821209085541363,0.9795186875073081
0.05,0.9931545077477967,0.9955278242708641,0.9934714716194706,0.9900998446844084,0.9905635302026302,0.9874207167897132,0.9873689920445645,0.9849300180617144,0.9856399945173828,0.9802363380488027
0.05,0.9957046943459018,0.9955710600001281,0.9939082141675183,0.9904346369641306,0.9914933509592095,0.9880256559426869,0.9890823035549509,0.9858447681821075,0.9867272099853042,0.9820932940546766
0.05,0.9976832212991882,0.9950494862482434,0.9935802107998196,0.9903656344442379,0.9911052365954497,0.988879625700591,0.9885467606294165,0.987283634452356,0.9870387592591138,0.9845630456369917
0.05,0.9937997486685487,0.9947014256274367,0.9931053326742453,0.9898945580512052,0.9902585681524632,0.9884166977452444,0.986627240896425,0.9851860334647154,0.9829618301360584,0.9761277393654387
0.05,0.9959587285204828,0.9949275390589744,0.9934667320286041,0.990399182690532,0.9904916067830514,0.9880567260097523,0.9877512006270112,0.9855137477297575,0.9847115365011703,0.9823630261889518
0.05,0.9915004538429745,0.9954344186356534,0.9939246538874054,0.9902912923783789,0.9907520019908906,0.9876170163534842,0.9879370051184302,0.9851698375094078,0.9860482238080737,0.9819430434318669
0.05,0.9974359801982996,0.9947306073446098,0.9927005088905113,0.9897548780608475,0.9891687356036483,0.9874048692928974,0.9862076453944952,0.9846747927389354,0.9843387360762007,0.9776644801427865
0.1,0.9839540332917626,0.9815903292184349,0.9757948444777068,0.9648080732545782,0.9652143703195053,0.9582575126858092,0.9558404351919808,0.9510049774782428,0.9430307168915957,0.9397173019909074
0.1,0.9835358536100439,0.9775958841183002,0.973794328229753,0.9592271924233708,0.9640571064722318,0.9520981888759138,0.9523824786051122,0.949649656781633,0.9338058709855743,0.9462670722972719
0.1,0.9840745893947556,0.974467295907444,0.9733536730071305,0.9637968301165099,0.9647347407915258,0.958304992992491,0.9552705736219499,0.9538144021052711,0.9481948316101984,0.9489955741070456
0.1,0.9788909025620205,0.9823828436212549,0.9751980107687771,0.96122452297925,0.9682143792340905,0.9555225233915856,0.9605884939050192,0.9484521354987848,0.9526191926226383,0.9297406773576418
0.1,0.9787476601234518,0.9801997041518886,0.9715058333587542,0.9615847030167922,0.9610154911458326,0.9565447552993243,0.9491060315184446,0.9513517898075392,0.9386093613482246,0.940982314747962
0.1,0.9833770871199058,0.9777405332174625,0.9725571424944074,0.9621662592302743,0.9595594867240501,0.9530949204577502,0.9458166995425243,0.9396274585417239,0.9317872984501514,0.9134366362344185
0.1,0.958876217081604,0.9759553167319185,0.9733190677078424,0.962494952925577,0.9635554627478555,0.9541646219030985,0.9562974757986,0.9506579239019143,0.943207585254347,0.9480228873508684
0.1,0.9866048102866607,0.9828302406795069,0.9780169527687632,0.964474101555324,0.9679490471248521,0.9549669720980415,0.9564701488028376,0.9484277459840758,0.9447004158143412,0.9433016830263465
0.1,0.9843396061898212,0.9836001951854078,0.9762793477223952,0.9639478505344202,0.9653940404068899,0.9537169097691857,0.951686256699565,0.9408193355404825,0.9389829217931187,0.9194611555594127
0.1,0.9867961441533682,0.9754952185412286,0.9747821479036003,0.9627209852120105,0.963284484720782,0.9557545072920213,0.9548225824798288,0.9472044582209798,0.9474328516350102,0.9253038925201709
0.2,0.9291124780622421,0.9360358496536153,0.913442272770833,0.8733266090578495,0.8707910951964237,0.8405236560739424,0.8412312335379869,0.8177600041540617,0.8136000853152652,0.7876067256690088
0.2,0.9093816340918952,0.9078002256100982,0.9161768422291499,0.8634891926401898,0.8843074694811053,0.8445219886792595,0.8358996005780528,0.8204261196883348,0.7933860803420698,0.7617667023436403
0.2,0.934596292472244,0.9232525995828252,0.9151684680113842,0.8820769321157966,0.8855258819165875,0.8668022194688463,0.8438325376988122,0.8373168506031766,0.7980988631958728,0.7857858493668688
0.2,0.9359980211050346,0.9337902963999073,0.9312389731629385,0.887141442173586,0.8878667441788656,0.85940514745071,0.8451510402381632,0.8364084791351463,0.8216152189181882,0.8071179178367522
0.2,0.9374309428333997,0.9110770133605458,0.9104698918462549,0.8766632772558935,0.8768831723450599,0.8660388261556983,0.8348278693271209,0.8395983516968688,0.7845341119369666,0.8092166443684519
0.2,0.9299616423663666,0.9184924761881197,0.9089093299312692,0.8886160775532979,0.8877025073740362,0.8701998801163693,0.8655798827307111,0.8358727054673014,0.8169603237440758,0.7853251561421529
0.2,0.9593894403238606,0.9199995376393849,0.9185184929537858,0.8818756140062113,0.8816461576008804,0.8687297415812797,0.8507113792638249,0.8244449709197381,0.8289986404688474,0.723532549160362
0.2,0.8433995959317565,0.9331124606560455,0.9224139531444613,0.8777974083239521,0.891476893954255,0.8628889684375599,0.8644459835579459,0.8514149146606537,0.8433852706812813,0.8302947343478375
0.2,0.9535027045853068,0.9235855159395772,0.922593305859778,0.8780169504733011,0.8968537092507904,0.8585878963704379,0.8640334944113742,0.8343246074247495,0.8216799653875115,0.7946008743127334
0.2,0.9400905489700259,0.9337386665677688,0.9203580940103877,0.8738703359130138,0.8836137349041118,0.8427147134866174,0.8525789260637426,0.8282911569923069,0.8322360280199794,0.8263648672059541
0.3,0.7115340054201503,0.884536038291298,0.8203831903089978,0.7852746079863855,0.7778417102479391,0.7486465780341315,0.7399362643207236,0.7105537753787597,0.7060573364295577,0.6720799352742289
0.3,0.8021882226521556,0.8256843909178098,0.8265215635442115,0.7636267948552873,0.774963481724931,0.73331173987498,0.7265134273221951,0.6967250211236304,0.6581262010650236,0.6324136231230543
0.3,0.8983231792371137,0.8340007180231083,0.8408781067526462,0.7630595108789431,0.7997034756086968,0.7304649110517561,0.755438877111404,0.695465513528041,0.6749312566895538,0.627352025033588
0.3,0.767220056705109,0.8214345663910279,0.8156716924917173,0.749727475047592,0.7787715322144497,0.7137690648851789,0.7406647634859409,0.6647498365920508,0.6861598757197226,0.5798537841552481
