noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation
0.05,0.9934955776859951,0.9961918263455375,0.9945708328413576,0.9914485275466265,0.9912029668530831
0.05,0.9930671548793591,0.9961333695441134,0.9936471871050817,0.9913387776438135,0.9906511668123382
0.05,0.9959190420032088,0.9953019532418594,0.9942295642536869,0.990550283194403,0.9917234686623307
0.05,0.9962047266785181,0.9955667182333187,0.9941623458630453,0.9913850895539836,0.9907558815095661
0.05,0.9920860171328352,0.9956946534242176,0.9944519271496054,0.9911778029335218,0.990519819016306
0.05,0.9964785028743303,0.994937626666576,0.9938826715778358,0.9910076729119467,0.9908360432773786
0.05,0.9938129109108438,0.9955732959183432,0.9940388668034554,0.9899902669452183,0.9903299383084312
0.05,0.9962005323570416,0.995189058902,0.9941055596399467,0.9907787086046956,0.9914639625295834
0.05,0.9917341740069785,0.9951493592459757,0.9940815637909886,0.9906874288053018,0.9906447230140717
0.05,0.9949086791301107,0.9954281002076167,0.9933414449279712,0.9907199074864791,0.9899380887410981
0.1,0.9807139665816329,0.9812649288392357,0.9748408703703734,0.9652624472275516,0.9640635678314431
0.1,0.9846646364330086,0.9822418511821693,0.9773751438020016,0.9676212752467347,0.9656117839022185
0.1,0.9929872708194778,0.9835669108147427,0.9790618456258475,0.9726828957898787,0.9696827748681264
0.1,0.9732685462928046,0.9790079202623442,0.9765116386536368,0.9675356247068363,0.9655982101011285
0.1,0.9730089178262918,0.9839061822659518,0.97566545924792,0.9643057954893776,0.9654306743913565
0.1,0.9827779658448862,0.980751055018939,0.9792375625630731,0.9694118971117497,0.968915145725415
0.1,0.9807347095931577,0.9816124555472373,0.9760079185608889,0.9676566424397903,0.9665521648403478
0.1,0.9771441292405975,0.9828089434796445,0.9789895227742283,0.9687318410557916,0.9682470028005231
0.1,0.9873328908445836,0.9852179878281451,0.9753898152475489,0.9661327970734864,0.9677029103308176
0.1,0.9850332063101885,0.9829117484204358,0.9772793539914613,0.9705263327850665,0.9673550066329089
0.2,0.9619890867076839,0.933484246394593,0.9207347827949006,0.8928361282295846,0.8915803291540252
0.2,0.8869156889621159,0.9488641075742057,0.9243496288313814,0.8832147683390988,0.8882217965300617
0.2,0.8693029108346217,0.939853996219334,0.9166123431307494,0.8878125247060625,0.8871603433327788
0.2,0.9143828400043695,0.9476089928691842,0.9087451301132852,0.8935466782987022,0.8693222503126974
0.2,0.9154498158657142,0.9461499363249346,0.9210759529999909,0.89223214673919,0.8866004176649775
0.2,0.9577520138199482,0.9514803569973143,0.92342912654197,0.8826722060492441,0.8798214114452315
0.2,0.9305725407393312,0.9562779416777155,0.9170942905012529,0.8845548107284434,0.8813332448653457
0.2,0.9219469987596712,0.9256167997824183,0.9216926937568909,0.8818312762034752,0.880053030765917
0.2,0.9287115466511724,0.9394688996247343,0.91734106408407,0.8932884504480479,0.8980223763970575
0.2,0.8894323960009318,0.9330307024722384,0.9251241066280947,0.8876829641082381,0.88117293687746
0.3,0.7076365742338224,0.8238076980242058,0.8322974767254429,0.7735131522639288,0.7811304149636622
0.3,0.7473436210923935,0.9023772220488907,0.8578971001388503,0.7816648666845815,0.8047787446006801
0.3,0.910709579824411,0.8940447722510186,0.8350041049835553,0.7975546353197253,0.7806651288575278
0.3,0.8207048779886652,0.8664239961129396,0.8399800917333331,0.7560068634845035,0.7716280096968787
0.3,0.7994955075890425,0.8938085103679243,0.8207324857335232,0.7998018832599894,0.7704245220563771
0.3,0.8062443107521144,0.8618230477382374,0.8378739875756459,0.7816026014478972,0.7911610650367483
0.3,0.8994388586612628,0.8707570794714709,0.8460820728039657,0.7757485993706733,0.765216793069314
0.3,0.8424951546543192,0.8693039896373258,0.8189656944204974,0.758297279720723,0.7684737218975144
0.3,0.7998132548241514,0.8557895764608304,0.8350100112053418,0.7743856534625317,0.7961322252252817
0.3,0.9020271126881692,0.8826126342893679,0.8443602878246346,0.7859053647766738,0.7814400627401219
