noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation
0.05,0.9983334959488769,0.9937527301102952,0.9938762065578686,0.9901972538931063,0.9909982002986549,0.9889723939753209,0.9882457302881721,0.9876203916507835,0.9857350734242567,0.984572964679136,0.9864983894629976,0.9769999069378389
0.05,0.9962584669322301,0.9941133478216919,0.9937249017192832,0.9900277490542201,0.9900818553171722,0.9885688855225115,0.9871374880590476,0.9869056177750715,0.9844354097846826,0.9828669497710677,0.9839492150496906,0.9763136662433967
0.05,0.9949714150661463,0.9943605213836871,0.9932797280481036,0.9898640407890285,0.9898763753077594,0.988511253773837,0.9868189146685952,0.9868171329001176,0.9830047702474416,0.9823375317132387,0.9809521887591522,0.9717559373115131
0.05,0.9923851810607974,0.995619039487601,0.9931049127711065,0.9904385542666326,0.9898440986309708,0.9885007924343701,0.9866735742332131,0.9864790952356731,0.9829859030097343,0.9815971817748383,0.980872178715015,0.9733549974780106
0.05,0.9947583805808056,0.9946430915651034,0.9937298179953125,0.9907883480019689,0.9906358202446567,0.9885332657891097,0.9868661828792168,0.9864565681436736,0.9817708825697357,0.9834728522682092,0.9782921610946537,0.9797582924586838
0.05,0.9937541822875763,0.9929355238770489,0.9932038751032787,0.9895171081363131,0.9905242051656387,0.9876668235953941,0.987517224929062,0.9851213139102815,0.9832417254291346,0.9808567674530435,0.9798707128835612,0.9737618448640609
0.05,0.9955080469732512,0.9960485920692314,0.9926914693675015,0.9898302957409969,0.9903776496560952,0.9879130677701862,0.9884160795596525,0.9859238840194382,0.9870776692981358,0.9810060614346541,0.9888537905548294,0.9715108115659944
0.05,0.9943586316538633,0.9941798883834797,0.9927376573489727,0.9901701810590233,0.9901618308275794,0.9887609808139857,0.9884322407771965,0.9867439137545155,0.9860311169951989,0.9840458714316005,0.9844712315471201,0.9830896802159329
0.05,0.9952999780968329,0.9941529850596731,0.9932949425756478,0.9906137926347435,0.9912531659245996,0.9885933109764309,0.9895717214066966,0.9865609059560687,0.9877926173769466,0.9843949440644155,0.9865535486152845,0.9838514172692142
0.05,0.9937784953103106,0.996261840456384,0.9931119470027869,0.9898202141215154,0.9904837623210034,0.9880289743965429,0.9872684751818247,0.9867539875539931,0.9830443290069028,0.9842857131685158,0.9806392804787651,0.9801145324865794
0.1,0.9835488619201024,0.9782685341462983,0.9765252049011459,0.9628212967747926,0.9644406299036035,0.9533794738191106,0.9517213765445223,0.9419829699295209,0.9366547317616016,0.9287107287492916,0.9287671786738263,0.9110091663053188
0.1,0.9886557847138913,0.9833732926570548,0.975958759788131,0.9650196080215687,0.9640169967837675,0.9579281117352522,0.9541158484888732,0.9508832319190228,0.9438281522071368,0.940778487034552,0.9333846767683883,0.9248710819567675
0.1,0.9727319323390637,0.9787849231579356,0.9737118651789656,0.9649945631430096,0.9598920264260073,0.957215950072926,0.9526263066026422,0.94797464807436,0.9456751956606338,0.9394312217791998,0.9322480671089561,0.9389856603416276
0.1,0.9683002506663495,0.9836070944376304,0.9772026111265714,0.9646547361228253,0.9678644747519266,0.9588429750463942,0.9588554536751988,0.9551878748141862,0.9471558068022962,0.9456291954926247,0.9430841941907143,0.9286938835981529
0.1,0.9571587046112977,0.9768741243575473,0.9741379484898504,0.961602369047572,0.9638478224422943,0.9537411381935101,0.9484048610407938,0.9494256069161605,0.9270003015941776,0.9351995474278122,0.9099528587283187,0.8985002372688632
0.1,0.9721355250477233,0.9785639292519355,0.9765705475642451,0.9623854129991036,0.9641061141961164,0.9586848327516397,0.9523625539375004,0.9541151454246267,0.9445348665644683,0.946114288594251,0.9430668174644656,0.9403062540694914
0.1,0.9847571536433456,0.9829423980334641,0.9753117695485609,0.9659210725970468,0.9665924436264103,0.9583866322911481,0.9570764354031747,0.9517877705372906,0.9450763587270784,0.9465235995871824,0.9397777963756015,0.9434240995155508
0.1,0.9797974530126445,0.9815761583172817,0.974005089949838,0.9619846224696258,0.9622893337934314,0.9548644747246271,0.9528059064191712,0.9538038591806641,0.941508896887482,0.9490032178651512,0.9313236854047632,0.936506790781947
0.1,0.9758418364425118,0.9783663797990402,0.9710985951058215,0.9603763880258579,0.9610854145968747,0.9532760621457088,0.9502286035938416,0.9454911275784944,0.9361165125772694,0.9289883000086416,0.9344221139349251,0.8912133324166057
0.1,0.9796497277748413,0.9775411787394153,0.9752994485859938,0.9619276512982681,0.9648418099182936,0.9559247030660271,0.953657089274436,0.9453790086183581,0.9432561727877495,0.9188649930750934,0.9430552251260576,0.8663865596658689
0.2,0.8642957568423985,0.9170962010994168,0.9141021352951362,0.8680157147880951,0.8818830884944036,0.8515283855352129,0.8526228427627744,0.8249185049849144,0.8210557109398201,0.7743634851549449,0.7857292488459292,0.7043853989206635
0.2,0.9008423056690763,0.9449865802744962,0.9039132971425359,0.8774813315620271,0.8667804315486833,0.854253324177335,0.8308774134960857,0.8223358168108481,0.8027982837706834,0.7497205191294558,0.808271245946709,0.6391175404674301
0.2,0.919825060429158,0.9198579758325419,0.9083450854006475,0.8746647026749522,0.8754972690620708,0.8461593475046577,0.8532044198683013,0.8263092043138448,0.8407912883846824,0.82264697600641,0.847793677410147,0.8364898220915409
0.2,0.9395616953025394,0.9159818972905509,0.9079902828067883,0.8670930688075422,0.8800849438900309,0.847236540790409,0.8639403719178572,0.8255529031449947,0.8273268382867385,0.7701987437058767,0.775417140600832,0.658473086719401
0.2,0.9385649884978939,0.9132510727899547,0.9141557647538203,0.8702623191458561,0.885826900393496,0.8574906069877023,0.8540998578866049,0.8406296069851019,0.8120393346407165,0.7802186037395741,0.7844174239270967,0.6677710239823851
0.2,0.9334621766203414,0.926088209472516,0.9135999730784622,0.8722331311963589,0.8835054718385947,0.8533847645619049,0.8487912560756392,0.8408490211454897,0.8309747717692825,0.7895157738856038,0.8367688258035877,0.6718928716026236
0.2,0.9220589284027249,0.9124907385345031,0.924239190870214,0.87387994830838,0.890250162209147,0.8547649909335535,0.8598792990157251,0.8302148735710182,0.8236428534910955,0.7796881454906569,0.7976199685375631,0.6893054295131312
0.2,0.9250141030172118,0.942387877744351,0.9072543660118776,0.8845211119555251,0.8721054971406985,0.8561269838474919,0.8321661059464185,0.8361129920731997,0.7928984449249713,0.8154826650572958,0.7973170202159214,0.8071375538446053
0.2,0.8739774006113258,0.9192676238795424,0.9123166158306287,0.8697230667594283,0.875032695303546,0.8406620605945263,0.8318185609147912,0.8073028689446542,0.7971118642501955,0.7486145109888054,0.8201882750118927,0.6626636388357499
0.2,0.9318402993182064,0.9261353886571894,0.9160522914699182,0.8707553862484025,0.8722478614028317,0.8496936337104685,0.8365277643215608,0.8314456265942627,0.8024970565982154,0.8017230313461549,0.8073387510189912,0.7717134785191528
0.3,0.8055373009838005,0.8060824287061321,0.8029389258998361,0.7484710617899036,0.7543239327724891,0.7447472061082573,0.7154227934708587,0.7097800547024047,0.7058707294265948,0.6004606744992989,0.7368339162980485,0.37294043307051233
0.3,0.8597035001165456,0.824254003308003,0.8285466581856998,0.7638101993044834,0.7661265774278714,0.725129314649323,0.6658850294745465,0.6727770537975196,0.5317998090505023,0.6102982627845728,0.47364308418285167,0.535874681877844
0.3,0.6840333676353779,0.8660147381920218,0.8130080747515724,0.7494299054359685,0.7577299890243633,0.70012945700077,0.7077691645230365,0.6551476807797018,0.6856653266633013,0.5791421702324253,0.6782655742707528,0.5124891048316066
0.3,0.9122101492059873,0.8543571089195279,0.8553716529323167,0.7911092127014507,0.8021362193980989,0.7734672933931815,0.7494478080617412,0.7375010856360529,0.6536261514364813,0.67811849122466,0.5746875897801782,0.623100017129129
0.3,0.9186289650912421,0.8509162580322456,0.83428631618915,0.7741178665285757,0.7704092133444994,0.7376790607867029,0.7147718804315146,0.696872232098421,0.6735803327458089,0.6389953158385518,0.7142235864936236,0.5557656862868597
0.3,0.8320281288767107,0.8603661684438144,0.8541367784644557,0.7741781351671911,0.7956392495327255,0.73500180133554,0.7349712962973012,0.7040356952692448,0.6688545983996262,0.6404118390506581,0.6610851530402813,0.5051879050535818
0.3,0.8891954515831784,0.8523042905146474,0.8322008795595087,0.7660914597093906,0.7658413836108071,0.7383557422239033,0.6936936482589422,0.7262348363738135,0.6491994506300895,0.7010422917151111,0.654949960816961,0.6568997331239419
0.3,0.7359681996915809,0.853596101469374,0.8361014252726149,0.7666248627453796,0.7753133258609834,0.7436504877101455,0.7343591668588121,0.7387153708437686,0.6827433598520227,0.7132030544717404,0.6068471046443414,0.6707401669060535
0.3,0.7526548983244351,0.8242223478538745,0.8174700399001534,0.768379191960127,0.7731226567524648,0.7358687814922934,0.7378738552360687,0.6989856078672229,0.7316881921090235,0.6676381586773167,0.7673222960312954,0.6474924456519688
0.3,0.9224509371399805,0.8114218524062101,0.8227099852456327,0.7325821883932304,0.7845887590753866,0.7114938370893192,0.7424167919693216,0.6937931951410933,0.6523021885974263,0.6493893452253098,0.5663995101417492,0.5885805117647745
