noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation,order13_correlation,order14_correlation
0.2,0.9616052438737361,0.9294688791939992,0.9171804948029632,0.8646735490235754,0.8842881172866353,0.8438345839469599,0.8472888013595644,0.8299334008016354,0.8286456961601513,0.8078394764163077,0.8545451643252154,0.784768432964188,0.8909526336654547,0.75619387377465
0.2,0.9356839250109864,0.9150305565337395,0.9099310763921256,0.8665906743805294,0.8737274183487382,0.839765059183338,0.8489501424606167,0.8151428603734948,0.8269173318324841,0.7870544855012791,0.8186995758202571,0.7760356367820518,0.8037265823377047,0.7911112507950873
0.2,0.9415321292432874,0.9045771857619233,0.9143787934833297,0.8780815765900254,0.8843151999589914,0.864016395738269,0.8471634851630295,0.8271304276407513,0.8032076821404723,0.7579126883603354,0.7794809483066989,0.6894988298235389,0.7722076535895435,0.6532041437649071
0.2,0.8912862789560295,0.9246926572911003,0.9088816578440341,0.8792162795053876,0.8773589212519171,0.8658714886718006,0.8469049940918346,0.8551101983601145,0.8262315619875629,0.8461669379973594,0.8401255105177957,0.8567403293341732,0.8883273053188481,0.9009477853862397
0.2,0.9245946893128426,0.9355894203311038,0.9154076756329174,0.8844394534989111,0.8841699407126513,0.8719254098891169,0.8492853176016768,0.8564601968509276,0.8373553257729464,0.8181845911507539,0.8690164301865352,0.7579801760456432,0.9149311690765541,0.6890510625052444
0.2,0.9118800852360734,0.9174201952757046,0.9121804479178801,0.8704066509836406,0.8921567675634349,0.8592408037974875,0.872224276058401,0.8459519378283868,0.8535735409254852,0.8263579296407385,0.8498876665907275,0.8069204558773571,0.8482626325461265,0.8158149795878225
0.2,0.9334909304836873,0.9292123456663457,0.8975818088324159,0.8801794666743924,0.8634538477334105,0.8680859986924065,0.8412996982798254,0.8623908749284647,0.8349669603513185,0.8438509770471204,0.8476830540694725,0.7958003811704201,0.851817718884921,0.6945342908941762
0.2,0.9511943696249852,0.9209710909130918,0.9165781845645521,0.8743518483249269,0.8768275464084675,0.8540866552755452,0.8279055904139246,0.8353727286276907,0.7667453605145975,0.7920141439996914,0.7471764378600082,0.7251682925693022,0.7891064410178311,0.6536965707868344
0.3,0.9311213134742259,0.8515159409943369,0.813655273432066,0.7617304809715922,0.7553812053480954,0.7313551465564178,0.6960266564080185,0.6956408731991021,0.6857311536802787,0.6792140685875979,0.7559550509779975,0.6996469756907171,0.8246716976569171,0.7126214043807568
0.3,0.9084309410823974,0.8903516694124247,0.8334654744990747,0.7826453201031557,0.7736544830315171,0.7328185424842094,0.7228369472839647,0.70857128539151,0.6714308012959256,0.6891612798134584,0.652221471089758,0.6396260865485927,0.6902578630027332,0.43720563855397837
0.3,0.8041864219881858,0.8613456829699098,0.843529323245509,0.7878698510811566,0.7986629289729341,0.7633883242526458,0.7633520585816737,0.7192544665362309,0.7288057752337997,0.6459627225833512,0.6983576443573367,0.5595861534564128,0.6813977935943951,0.47507585397640617
0.3,0.8537749830143714,0.8906522155067533,0.8293949862547502,0.7884485305136768,0.7758947142076629,0.7473274022464225,0.7163233622837858,0.7143636141920723,0.6550945589498449,0.6759628167779732,0.6715868267607913,0.5864635389051794,0.7632619668984028,0.32320851465993833
0.3,0.8981791766296017,0.8740994584071156,0.8366543183172186,0.7643366494023228,0.7851720016337341,0.7305117245797471,0.7646912835746372,0.7153083846378502,0.718128947170917,0.6808024952459443,0.6222510549712201,0.5823793011439508,0.5326557100652877,0.3293545676116487
0.3,0.7996483702005543,0.8402265079534291,0.8274068882074948,0.7651901670891084,0.7727163770754018,0.7277999996642038,0.7230566119008905,0.7105613770798849,0.6818091573364997,0.697866504522072,0.7008752749252011,0.6491242650603302,0.7661284719925855,0.5110510290076647
0.3,0.8745380564553885,0.8319984795396757,0.8388003733714874,0.7625270334042453,0.7768930308465413,0.7209018639522737,0.7185396054172791,0.6865017050493178,0.6549763642045934,0.6526182763816071,0.602671373560639,0.6414791951736243,0.5630988228591911,0.6796033955104401
0.3,0.8409959053536642,0.834218895773744,0.8147353639511853,0.7512830683545757,0.7691299983187347,0.748934060639102,0.6943451542578714,0.70409986242381,0.6101614567500874,0.557313173255694,0.6021317914358352,0.2992068217925512,0.6347402334763207,-0.027291900132396282
0.3,0.9079392791457181,0.8543927769898754,0.8423285025195497,0.76102341059049,0.7871610023203881,0.7037642772484184,0.7343094851609845,0.6700160098274107,0.7108931390821025,0.6587421934059934,0.7217653721825005,0.6531235208227419,0.6841799914096018,0.5861228829672269
0.3,0.7708797728470954,0.8182612468812952,0.8184541435089615,0.7408741561529387,0.7517622877014473,0.7028625776388178,0.6957023348329826,0.6818074102510707,0.667568539008431,0.657812415970762,0.7097854272649302,0.662146656350338,0.7700216815389689,0.6990813733547508
