noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation
0.05,0.9919018114906686,0.9941509703823268,0.9938007759375147,0.9901823645335712,0.9913223567831869,0.9874081911701127,0.9887050801011924,0.9839269185972511
0.05,0.9910973631210039,0.9954655971613933,0.9936639530949568,0.9909293812628769,0.9904434236902419,0.9886671278738836,0.9870955038116385,0.9858317055383171
0.05,0.9927838594283555,0.9948349588395383,0.9930202146834652,0.9893315334240365,0.9903653887997742,0.9871543843214957,0.985533574731928,0.986554005975504
0.05,0.9960700983497665,0.99588736723069,0.9929624445049856,0.9898810713234643,0.9907137543725917,0.9869431908256585,0.9874216464997253,0.9837586180435144
0.05,0.9958478704621795,0.9955796877508118,0.9936697109065382,0.9908702537817126,0.9909113748066076,0.989136509678931,0.9884098278219003,0.9861735901802312
0.05,0.9896480735358028,0.9939435395670443,0.9928819857950423,0.9899413074239436,0.9899020830217443,0.9869479552968896,0.9862403303259214,0.9835023907359037
0.05,0.9982271294690679,0.9950474767344184,0.9934544194020674,0.9904741864280442,0.9901981607019295,0.9890550162646156,0.9876548501402957,0.9871707396663627
0.05,0.9946124715288004,0.9956381970937032,0.9926147622436841,0.9906228883034081,0.9897041493162662,0.9891400995722754,0.9871965741684667,0.9871520448189123
0.05,0.9948064612917078,0.9945528463167986,0.9939799796858384,0.9903898129781975,0.9901520779798545,0.9884968697568524,0.9861253108631017,0.9854027648705763
0.05,0.9958598188359974,0.9941076647862681,0.9933360913935202,0.9900963436807605,0.9909979849680828,0.9884279945686956,0.9887867105257802,0.9873731050700446
0.1,0.9798268410743602,0.9809324611877555,0.9761856224563562,0.9643734263815447,0.9648806516071019,0.9594346322721322,0.9507444352789771,0.9531472084016074
0.1,0.984486014635722,0.9771628942810385,0.9755107344822016,0.9630053921998627,0.9660584603409686,0.9552612887056766,0.9594866770425595,0.9449908566568416
