,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,5,0.0010051727294921875,0.7105263157894737,0.7140350877192982,0.7140350877192982,0.7011695906432749,0.7047619047619047,0.02299246128421277
2,2,11,0.0253448486328125,0.7280701754385965,0.7169590643274854,0.7128654970760234,0.7093567251461987,0.727985347985348,0.03254767877157029
3,3,15,0.06713008880615234,0.7280701754385965,0.7175438596491228,0.7128654970760234,0.7140350877192982,0.7271062271062272,0.028993316110336828
4,4,16,0.07278609275817871,0.7280701754385965,0.7181286549707602,0.7087719298245614,0.7023391812865496,0.7260073260073261,0.026025376803416284
