noise_level,phi_correlation,order2_correlation
0.05,0.9999676766002858,0.9958377151858441
0.05,0.9998498059714636,0.9996709255964973
0.05,0.9999579276153995,0.9988275545487263
0.05,0.9992705884533895,0.9970994181327102
0.05,0.9998772531545529,0.9985477937709746
0.05,0.9998320328198814,0.9929542920431198
0.05,0.9995335985614975,0.9983875600947774
0.05,0.9999654391323817,0.9999009957750927
0.05,0.9998833020666641,0.9992580887268118
0.05,0.9998825293231354,0.9995880703181731
0.1,0.9992180209274797,0.9969039130880705
0.1,0.9998072696580501,0.9918480484299419
0.1,0.9990042628712057,0.9895423644982402
0.1,0.9991120320777225,0.9876170955870366
0.1,0.998751567769731,0.9970982515222307
0.1,0.999341550223694,0.9920554990587677
0.1,0.9987774029675007,0.9868568702161686
0.1,0.999876313850428,0.9902938786261501
0.1,0.9994948979942291,0.9843023764268349
0.1,0.9995971315015884,0.9913540575265721
0.2,0.9951418009848545,0.9334027564664621
0.2,0.9993713193626931,0.9056361663477118
0.2,0.9985452505268981,0.9291396366670972
0.2,0.9924664615557606,0.956454753230458
0.2,0.9976365245166369,0.9638415100418212
0.2,0.9965095973962551,0.9374793110569614
0.2,0.9966933143896572,0.9728111740699336
0.2,0.9930486761983129,0.8446118751697205
0.2,0.995643108514523,0.9557876929814773
0.2,0.9985363027783218,0.9537741697917782
0.3,0.998402277347921,0.9724953280287058
0.3,0.985016884878231,0.8721320813802556
0.3,0.989933716940509,0.715184260031137
0.3,0.9932535292280276,0.9235259838614649
0.3,0.996451615851152,0.8553251026821934
0.3,0.9977470381505038,0.8024491055455251
0.3,0.9877319896351596,0.8805229996670948
0.3,0.988221480002735,0.9108073701291838
0.3,0.9949590225812824,0.9463848323558983
0.3,0.9995776830110085,0.8544769162359179
