,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,5,1.5116400718688965,0.9710519314446571,0.9689303890352647,0.9591809061183154,0.9253426479801578,0.885225585526824,0.9709548892345652,0.0006033314896328306
2,2,11,1.6105659008026123,0.9974424771925609,0.9944112119053544,0.9820492795166453,0.9533432315759661,0.9252808554827967,0.9974793756369684,0.00015709612589760768
3,3,15,1.6788709163665771,0.9998111895913971,0.9997493970940361,0.9993563281524903,0.9916597293145324,0.97647593954634,0.9998148366679181,4.620768870392354e-05
4,4,16,1.7279250621795654,1.0,1.0,1.0,0.9993700598185704,0.995679674559514,1.0,0.0
