,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,10,0.09129524230957031,0.6865899214759472,0.6868948692536403,0.6864526949759854,0.6860105206983305,0.6843485553099031,0.6867727640920571,0.003464337543131294
2,2,46,0.8075850009918213,0.689525043836243,0.6901273156971868,0.690386521308226,0.688823663947549,0.6867500190592362,0.6896907609472529,0.0030515343536220377
3,3,130,2.9491000175476074,0.6937561942517344,0.6935274834184646,0.6925440268354045,0.6884196081421056,0.6832736143935352,0.6934283127650451,0.002517584056849759
4,4,256,6.697503328323364,0.6941754974460623,0.6935274834184646,0.6926507585575971,0.6880231760311046,0.6781809865060608,0.6947834373659885,0.002807709872009897
5,5,382,10.172825336456299,0.6945185636959671,0.6940382709461004,0.6920256156133263,0.6856140885873294,0.6759929862011131,0.6952818411397531,0.002665979956676502
6,6,466,13.94554853439331,0.6946710375848136,0.693443622779599,0.691461462224594,0.6818403598383777,0.6692765113974233,0.6946852813646544,0.0026550076754102525
7,7,502,15.212759733200073,0.6946710375848136,0.6936189677517725,0.6916139361134406,0.6817183807273005,0.6689029503697491,0.6951836851384192,0.0027885707988677074
8,8,511,15.477295160293579,0.6946710375848136,0.6943203476404666,0.6911031485858047,0.6833955935046123,0.6709461004802927,0.6948996998141707,0.0032440227794063715
9,9,512,15.765360593795776,0.6945948006403904,0.6939544103072349,0.6913394831135169,0.6822139208660516,0.6701608599527331,0.6943536474960689,0.0027570355251325994
