noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation
0.05,0.9984987801105216,0.9984754153674866,0.9977293528314611,0.9987104475449112,0.9963369863728802
0.05,0.9918471024345356,0.9962064610177214,0.9936483024100085,0.9968647580029356,0.9925549766818885
0.05,0.9973073766681525,0.997598781739668,0.9953489410892487,0.9975713538190061,0.9948647471895335
0.05,0.9972136907374719,0.9981114067892446,0.9959632074883146,0.9978321136780769,0.9958580767957114
0.05,0.9921453186163551,0.9955018849740601,0.9898837983747637,0.9938649972208198,0.9876105692969482
0.05,0.9981316535208854,0.9987302942303629,0.9958690966144763,0.9981529586768213,0.9949070425730794
0.05,0.9982227055233616,0.9987042093463674,0.9965216732635235,0.9979799616256833,0.9963896855587034
0.05,0.9929287064270755,0.9962062207290566,0.992217891554579,0.9949623899067641,0.9850324350332799
0.05,0.9983544556615366,0.9985994994686994,0.9949906526659842,0.9969271570320877,0.9915940752820489
0.05,0.9974309674596245,0.9983338232703242,0.9950460927651248,0.9969874330531417,0.9924043550625259
0.1,0.9851601123278876,0.995800418221139,0.9815234970128504,0.990652060774004,0.9720905958211469
0.1,0.9884071135039768,0.9929969976657683,0.9770469585038338,0.9867698629400483,0.9533086056421077
0.1,0.970456280937625,0.9928313582557077,0.9825948826625466,0.993685950325688,0.9762086964585203
0.1,0.9878739946643839,0.9932354742296319,0.9763044016064814,0.9854187919143822,0.9740269895406332
0.1,0.9714783563966805,0.9847022210622007,0.9732144808584837,0.9909201700992403,0.990207909773501
0.1,0.9946322865643815,0.9953767568612176,0.9859273963692023,0.9893220287362066,0.9703227242613425
0.1,0.991634552890408,0.9953706269250024,0.9877419775250528,0.9944561312564805,0.985337212671654
0.1,0.9459872659702666,0.9831567560001708,0.9752982357026433,0.9904701830442219,0.9803690431775348
0.1,0.9950576314447824,0.9964625769914951,0.9930455832794003,0.9944318491827716,0.9810592189587691
0.1,0.9745341374881213,0.9925741728796974,0.9812577708559697,0.9932448193415129,0.9855956911387223
0.2,0.950470199278225,0.9779223025605449,0.9471949069298617,0.9709279644561257,0.8895394640782954
0.2,0.9343408826658474,0.9693615709123244,0.9117688863802978,0.9561532203465288,0.9278391563259567
0.2,0.8792316243059999,0.9474068923334255,0.9252967924053317,0.9500468515654565,0.9244387254377634
0.2,0.9517154810497587,0.9718872995614489,0.9078581999527795,0.9616489620433238,0.9084920921169899
0.2,0.897658139333,0.9605013123718215,0.9230114475372985,0.9631061805307926,0.9305330388701967
0.2,0.9327714651656807,0.9854562480690046,0.9748833736745053,0.9914397244254319,0.9736148169321277
0.2,0.9965563830590165,0.991253610146068,0.9752736201607978,0.9840508393589144,0.9655757915938128
0.2,0.957146595191742,0.9786473562328589,0.957711665194213,0.9844944842453865,0.9690940527791332
0.2,0.9629760218872747,0.9774825934031184,0.940281340437895,0.9650903588222349,0.9208934624213257
0.2,0.987604118491706,0.9746548479931495,0.938854033434614,0.9637049247215057,0.9041417682526068
0.3,0.8114150735172616,0.9369078825045538,0.769772608290086,0.9121760431484964,0.8060979667065893
0.3,0.9634394121754036,0.9544295091751059,0.8867282753366738,0.9361908413377785,0.8491532861241414
0.3,0.9645100981583935,0.9534105124752082,0.9013303741724529,0.9300132650001456,0.8409243426041221
0.3,0.9891136114011475,0.9748956782118327,0.9479841972048043,0.9643874547400513,0.9035164757247698
0.3,0.8886660141828118,0.9544258954748104,0.8897845970642766,0.9623151221320942,0.9426852383298004
0.3,0.9046565029118415,0.9648217090403299,0.8813107878759672,0.9289008737739444,0.7818497245872733
0.3,0.9521776880792646,0.9441628370468833,0.8331582411516988,0.9215724441011524,0.8524526076931132
0.3,0.9478661566828364,0.9566823101860629,0.9024849421006785,0.9525149504142117,0.9116489004241268
0.3,0.959364426188413,0.9762665198024078,0.9581322022871787,0.9736988390725785,0.9278494592529322
0.3,0.9360856809874911,0.9466136667603249,0.9016248563029434,0.9262546709001571,0.8380760407427732
