noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation
0.05,0.9912527772860285,0.9972591741759359,0.9957201038555544,0.9971782488120312,0.9936892507020073,0.9927896564114943
0.05,0.9980530238613824,0.9970473211038425,0.9947144253673489,0.9978952278670181,0.9964237463828971,0.9979948971087295
0.05,0.9902757891950036,0.996339116268239,0.9910692297198492,0.9954400740582864,0.9912899733914076,0.9916189437821926
0.05,0.9977592805369291,0.9982639443271136,0.9969059498573197,0.9985404953993046,0.9972791785103268,0.9979009410952834
0.05,0.9950248717854194,0.9955975423376761,0.9904397678105131,0.9938982431925275,0.9840510720851992,0.9867807122409196
0.05,0.9986152586761552,0.9981602219774287,0.9958395494098105,0.9972469681753973,0.9928121320829495,0.9940321679449744
0.05,0.9862352910880533,0.9951009087496374,0.9900425549842632,0.9951585167262955,0.9907551791021497,0.9966576446626904
0.05,0.9927721406191005,0.9967739437969212,0.9925800627383722,0.994759971536566,0.9900324231882902,0.9894483539232787
0.05,0.9991773857438262,0.9978769659874055,0.9952660399351805,0.9972356136460098,0.995616043241778,0.9960228498709028
0.05,0.9922318624756181,0.9970895048084069,0.9938139197697426,0.9968528602586542,0.9954224144896024,0.9975840843707057
0.1,0.9933262825201781,0.9940475873572016,0.9814803460323975,0.9850481330170116,0.9554209157352718,0.9683701790194899
0.1,0.9875808444789799,0.9952454413156047,0.9917559667184404,0.9950996592029234,0.9844301662873226,0.9939930832606915
0.1,0.9796879002876264,0.9897888020782855,0.9659001276098587,0.9844693412155167,0.9595941272496806,0.9804372786347569
0.1,0.9919925374380493,0.9920326662146398,0.9752088536913551,0.9875548004786299,0.9674901320581106,0.9835626209696264
0.1,0.9329372364250723,0.9818265963381174,0.9747541069136573,0.991652028917465,0.9891888852914531,0.996435233401711
0.1,0.9766341945479922,0.9940785547399478,0.9810554775608694,0.9895221391613134,0.9714041200882162,0.9719539971731338
0.1,0.9472579254853227,0.9849565996145787,0.9659344365700661,0.9824928801554768,0.9516390890806081,0.9612031045807508
0.1,0.9886566940585015,0.9917133147934597,0.9781805994381054,0.987655077437445,0.9584975741114499,0.9778875701893401
0.1,0.9794971340594941,0.9912398619934913,0.9803080613768513,0.9871961207325367,0.9688899625204953,0.9681972337094916
0.1,0.9920598230869863,0.988103303854734,0.976795878117494,0.9827505600454381,0.9761102594517309,0.9698039735311929
0.2,0.9738788037223154,0.9530689719620609,0.8941080535029532,0.9578265626259868,0.9074150313242137,0.9576889365364818
0.2,0.9690904584191325,0.9689856647038471,0.9307432355035664,0.9701675919675667,0.9565280798189775,0.9765077652215721
0.2,0.9722106593400567,0.9836239592739756,0.9652644726565627,0.9820895376793519,0.9362632958458286,0.9789717834361317
0.2,0.8826393832366032,0.9442196970062186,0.9091641427541606,0.953715756726355,0.9130709628010938,0.9594027763020095
0.2,0.9703411315474092,0.9728532575657304,0.9507810938627472,0.972969865433606,0.9199721037219208,0.9827703823957127
0.2,0.9400232461747275,0.974853152165414,0.9287957281081585,0.9641514016478027,0.9377538983890866,0.972551463829375
0.2,0.9401745888606624,0.9589777510102883,0.920735000853419,0.966425884162523,0.9429190179432285,0.9740777533709606
0.2,0.9760657505957105,0.9757786207880174,0.951083381042359,0.9703482621239761,0.9414858570840947,0.9602254121639564
0.2,0.9019223627284779,0.9511324228281542,0.9094031070830845,0.949014749853599,0.902162499742472,0.9704819681762604
0.2,0.9859905877612447,0.9664140896415616,0.9044062871531553,0.955783391473388,0.8869023316668705,0.9242022192660778
0.3,0.8997672317811689,0.9046848294650076,0.8774743860003467,0.9351292246128322,0.9250286510420563,0.9490489631786183
0.3,0.8824258935029932,0.9684469709245876,0.8875008874309893,0.9397217388194304,0.9106858985863525,0.9528429281039282
0.3,0.9452330606351721,0.9747493612031929,0.9461332813018074,0.9600057568569751,0.9089964953452999,0.9360616460635109
0.3,0.7383089924643326,0.9430819176591476,0.8462973317303891,0.9479367922051661,0.857140816867946,0.922667647104885
0.3,0.8773296429676267,0.9307107090582833,0.8577018773644003,0.9446646420818829,0.9138955737232762,0.9499470795632133
0.3,0.7217574526245991,0.9114382962988633,0.7713911787943353,0.9097710752376231,0.7702250375306662,0.8465690557518792
0.3,0.9488038650767829,0.9636603576622726,0.9075164652600279,0.9475043736585455,0.9030800325199259,0.9228570318785542
0.3,0.9164565335083491,0.9821740693696633,0.9161501653711963,0.9627691102560938,0.8956622442852957,0.965326633877191
0.3,0.9011138808070281,0.9700639555959839,0.8996404311346723,0.9495647874391454,0.8562342913710784,0.9349808906933983
0.3,0.942933031545213,0.9558420939041036,0.9208132882993887,0.9663503181677143,0.9503766510134964,0.9855285296067607
