k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7666666666666667,"0,1,2,4,5",5,0.674074074074074,0.09259259259259267
2,0.7777777777777778,"1,2,3,4,5",5,0.7592592592592593,0.01851851851851849
3,0.837037037037037,"0,1,2,3,6",5,0.774074074074074,0.062962962962963
4,0.8185185185185185,"0,1,2,3,4,6",6,0.7888888888888889,0.029629629629629672
5,0.8629629629629629,"0,1,2,4,5",5,0.7925925925925926,0.0703703703703703
6,0.8555555555555555,"0,2,3,4,5,6",6,0.8037037037037037,0.051851851851851816
7,0.8518518518518519,"0,1,2,3,4,5,6",7,0.8518518518518519,0.0
