,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,noise_0.1_std,noise_0.2_std,noise_0.3_std,bootstrap_mean,bootstrap_std
1,1,9,0.0010037422180175781,0.7466666666666667,0.7413333333333334,0.7353333333333334,0.738,0.0045215533220835085,0.007774602526460403,0.010022197585581913,0.7448333333333333,0.027970222261064243
2,2,37,0.12103939056396484,0.78,0.7666666666666666,0.7546666666666666,0.742,0.004714045207910316,0.014996295838936016,0.011661903789690614,0.7800833333333334,0.023113397990487394
3,3,93,0.2699131965637207,0.7866666666666666,0.7626666666666667,0.7553333333333333,0.742,0.010624918300339504,0.008055363982396412,0.003399346342395186,0.7884166666666669,0.025225235380467705
4,4,163,0.4609336853027344,0.7833333333333333,0.7746666666666666,0.7593333333333334,0.7513333333333334,0.0054160256030906205,0.0024944382578492687,0.024276188608044154,0.7865000000000001,0.028019834244890008
5,5,219,0.6111197471618652,0.7933333333333333,0.7733333333333333,0.7633333333333333,0.7493333333333332,0.00816496580927726,0.01738453974720706,0.019708993998792654,0.7913333333333332,0.02550653511030719
6,6,247,0.6896319389343262,0.79,0.7653333333333332,0.7533333333333333,0.7513333333333334,0.011850925889754126,0.010110500592068741,0.005416025603090662,0.7943333333333332,0.024448926356795304
7,7,255,0.7088403701782227,0.79,0.7733333333333333,0.744,0.7353333333333334,0.00816496580927724,0.006798692684790393,0.012400716825158834,0.7935000000000001,0.024932687157402208
8,8,256,0.7764720916748047,0.79,0.7666666666666666,0.7646666666666666,0.7413333333333333,0.002108185106778933,0.014696938456699052,0.010022197585581916,0.78525,0.025593103454728667
