,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,16,,,,,,,,
2,2,121,,,,,,,,
3,3,576,,,,,,,,
4,4,1941,,,,,,,,
5,5,4944,,,,,,,,
6,6,9949,,,,,,,,
7,7,16384,,,,,,,,
8,8,22819,,,,,,,,
9,9,27824,,,,,,,,
10,10,30827,,,,,,,,
11,11,32192,,,,,,,,
12,12,32647,,,,,,,,
13,13,32752,,,,,,,,
14,14,32767,,,,,,,,
15,15,32768,,,,,,,,
