,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,6,0.0009996891021728516,1.0,1.0,1.0,1.0,1.0,0.0
2,2,16,0.002000093460083008,1.0,1.0,1.0,1.0,1.0,0.0
3,3,26,0.0020329952239990234,1.0,1.0,1.0,1.0,1.0,0.0
4,4,31,0.0030007362365722656,1.0,1.0,1.0,1.0,1.0,0.0
5,5,32,0.002000570297241211,1.0,1.0,1.0,0.9991247264770241,1.0,0.0
