,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,5,0.003999233245849609,0.6169590643274854,0.5906432748538012,0.5859649122807017,0.5690058479532164
2,2,11,0.0019989013671875,0.6929824561403509,0.6842105263157894,0.6877192982456141,0.6672514619883041
3,3,15,0.003001689910888672,0.7105263157894737,0.7011695906432749,0.6941520467836257,0.6935672514619884
4,4,16,0.003999471664428711,0.7105263157894737,0.7040935672514621,0.6912280701754385,0.6842105263157896
