dataset,accuracy_eff,noise_eff,stab_eff
pairwise_interaction,0.12701292540703754,0.1275586696482588,0.21678031372883116
pairwise_interaction_bias,0.12701292540703754,0.17303611441852496,0.2633064910607207
pairwise_interaction_clipped,0.12466099985680115,0.12680241580526153,0.21903643259635075
pairwise_interaction_noisy,0.13236073054553732,0.12878519878481018,0.2156787985931269
pairwise_interaction_power2,0.23457866154693147,0.10954659161815748,0.21543527466805165
pairwise_interaction_scaled,0.12701292540703754,0.1290805776811056,0.2313233507240201
pairwise_interaction_tanh,0.1232622952908372,0.12342482387262078,0.21531730696756338
pairwise_interaction_threshold,0.130142394279411,0.13043817244822783,0.45953258684905735
