k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7251461988304093,"0,1,2,3",4,0.7251461988304093,0.0
2,0.7251461988304093,"0,1,2,3",4,0.7251461988304093,0.0
3,0.7251461988304093,"0,1,2,3",4,0.7251461988304093,0.0
4,0.7251461988304093,"0,1,2,3",4,0.7251461988304093,0.0
