k_value,feature_combination,features_kept,features_dropped,kept_indices,accuracy,n_params
1,"[2, 3]",2,2,"2,3",0.9998111895913971,3
1,"[1, 2, 3]",3,1,"1,2,3",0.9740728979823033,4
1,"[0, 1, 2, 3]",4,0,"0,1,2,3",0.9733605678043924,5
1,"[0, 2, 3]",3,1,"0,2,3",0.9705198293840489,4
1,"[0, 1, 2]",3,1,"0,1,2",0.9552776800350158,4
1,"[0, 1]",2,2,"0,1",0.9329208111981737,3
1,"[0, 2]",2,2,"0,2",0.9264669281404749,3
1,"[1, 2]",2,2,"1,2",0.9148808348852977,3
1,"[1, 3]",2,2,"1,3",0.9076802924844876,3
1,"[0, 1, 3]",3,1,"0,1,3",0.8701585149203134,4
1,"[0, 3]",2,2,"0,3",0.8073876363511531,3
