Index,Interaction_Value
0,1.5844825928230692
1,-0.021484003515554653
2,-0.07885825460257219
3,-0.39321615230554446
4,-0.3163904282298699
5,-0.14329501493193783
6,0.04748117625434543
7,-0.1806560269061892
8,-0.31634712627562195
9,-0.029939807930889798
10,0.016628793877038063
11,-0.4803525626437156
12,0.07380337637101288
13,0.26664677694850963
14,-0.34232386943682597
15,0.17432425184722064
16,0.09444733926554506
17,-0.11151183124050079
18,-0.14095911294263852
19,-0.02451214562892559
20,0.26587114468448697
21,-0.45991548620020867
22,0.020970961222425345
23,0.052138147462858546
24,-0.01021592915778289
25,-0.6917295698481084
26,-0.12392698435971015
27,1.677778623497795
28,-0.1640285595519529
29,0.20438619502223074
30,-0.27887695633940096
31,0.16436305723939515
32,0.05908501547229494
33,0.08240394512114166
34,-0.09798416660780793
35,0.07801977274064331
36,-0.02967027428625809
37,-0.31739010256175104
38,0.10312316588473018
39,-0.27667642334510406
40,-0.2272278132008946
41,0.16213979787808477
42,-0.4047105982410571
43,0.1767402449998853
44,-0.04450663708002447
45,-0.12514706755913618
46,0.03558645144133792
47,-0.08721301744203394
48,-0.45105070440171824
49,-0.10988561716434503
50,2.1507233648624307
51,-0.2957695000341854
52,-0.30980116573866395
53,0.5927693355878647
54,0.24487094961513886
55,-0.32437494639812653
56,-0.4461100569178101
57,-0.21443991839055254
58,-0.46080660671064505
59,0.15945529369083372
60,-0.2408740699006258
61,-0.4953300064316386
62,-0.5563107554635992
63,-0.07958168355458528
64,-0.4074336702539509
65,-0.11924663705203696
66,-0.6095799495240013
67,-0.5080557492123956
68,-0.05248350211180159
69,1.6124429927534982
70,0.04643196680139761
71,0.24553080217154438
72,0.2167581162500984
73,0.1026555860078437
74,-0.21680291945801003
75,-0.19874791156308963
76,-0.1156881392111473
77,-0.1727981583656709
78,-0.3286338499245637
79,-0.007596824272865428
80,-0.22266788654140612
81,0.05373177738349915
82,0.19361044930489493
83,0.11842769121972775
84,1.15359866383165
85,-0.03833456884840847
86,-0.3982376891725449
87,0.012099556956883913
88,-0.4281266710705696
89,0.08026757330253748
90,-0.18905816909719786
91,0.14583484979856456
92,-0.4033855208550257
93,-0.19192008029787655
94,-0.5313059226955632
95,2.111003171831182
96,0.10607882398121068
97,-0.5500185719657483
98,-0.2928702442877828
99,-0.6036462046900687
100,-0.45019527722570835
101,-0.26937984852013297
102,2.4907413948095405
103,0.03844487529594509
104,0.33076961161081825
105,0.011121869423095345
106,0.011861285167705704
107,-0.1748727666884324
108,-0.45032834232291286
109,0.25910746732937123
110,-0.07967543183105422
111,-0.16135254366156504
112,-0.20884237929957852
113,0.4944483515357732
114,0.23106981931269754
115,-0.20187552504128947
116,-0.006238296723969706
117,-0.0766625886018227
118,-0.17010648569750672
119,0.28852888441855556
120,0.22245884952283176
121,0.2724979042670722
122,-0.3228306322289148
123,-0.06215469711144218
124,0.15685533030849239
125,0.04184707658822768
126,0.1691201538763236
127,-0.08734095748094906
128,-0.10505003188561174
129,-0.1064339742267633
130,-0.05653155527220134
131,0.15147592623650896
132,0.3248779345122324
133,-0.09203935868049215
134,-0.15233285273782296
135,-0.0512568593412258
136,0.06117850471771082
137,0.060488089615914176
138,0.12296222033763621
139,0.1166515801265274
140,0.13436563439779994
141,0.18484892593374508
142,0.18836989918863786
143,-0.030315124189880537
144,0.15029151634987267
145,-0.02091492119353556
146,-0.056398119584291265
147,0.0710391345395649
148,0.22622440569797772
149,-0.1686755576778559
150,0.20719801287587644
151,0.06513247111246166
152,0.12984626787248665
153,0.01846825615494552
154,0.05237350190661675
155,-0.10152725132617045
156,0.12793941142412726
157,-0.1556829357475326
158,0.09182430431421232
159,0.12031111742888653
160,0.11859136215342736
161,-0.08740521294828296
162,-0.07713843991690277
163,0.12892556580839334
164,0.28914711656846254
165,-0.0260858245722094
166,-0.13619425934525342
167,-0.04913442027458929
168,-0.03156692021793008
169,-0.07550257896271315
170,0.07794224601717836
171,-0.06709996070827032
172,-0.11880779433287521
173,0.04617202660529853
174,-0.019987321720404065
175,0.10302679310360881
176,0.04099339262366025
