noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation
0.05,0.995487051635857,0.9986068496422289,0.9931363338360547,0.9960333889316838,0.9900162267237667,0.9935396490081365,0.9869137638649673,0.9882405139067233,0.9840394708744334,0.9812416211414071,0.9830159995795374
0.05,0.9955311658642217,0.9984443462358099,0.9937061101853095,0.9960620246797309,0.9909673356757298,0.9935456072412255,0.9891415949550797,0.9892709824431962,0.9873904776289105,0.9840718878947451,0.984344884836157
0.05,0.9966711739356209,0.9989149180981489,0.9933258840367115,0.9964199836967486,0.9908725248524967,0.9939079651566542,0.9893631015515674,0.9901329637824087,0.9861282181713353,0.9853820396917338,0.9809167652276657
0.05,0.9952550059041864,0.998652562642218,0.9918321211853945,0.9961745473060113,0.9896621202902218,0.9940073398210335,0.9869045220180864,0.9901892718148024,0.9806104543319383,0.9851102546328403,0.9706115916376593
0.05,0.99428023487057,0.9989176863186007,0.9930217282211664,0.9962027729816325,0.9911847763288567,0.993518201234201,0.990052813532472,0.9898433343292835,0.9868295490901975,0.9849366442079142,0.9802901246881295
0.05,0.9983773473007161,0.9988949143314251,0.9924449737889299,0.9963679137670554,0.9899220024666596,0.9939806660415025,0.9885179357037034,0.9905640397535879,0.9857037076350186,0.9875782993941684,0.9806544762191602
0.05,0.9947432286668519,0.9989362649062534,0.992587746073161,0.9960224483758098,0.9901332563847891,0.9932154252646033,0.9877815448691928,0.9885895874381654,0.9853846129758425,0.9833126060239655,0.9833844925848281
0.05,0.994987173097655,0.9987745243682351,0.9937713757991005,0.9960551511833526,0.9902297367259816,0.9928362834468589,0.9877900914844693,0.9866464351134805,0.986880683671764,0.9791477234300376,0.9879702648813824
0.05,0.9944755144361244,0.9986955058686844,0.9931556957708543,0.9963485480491269,0.9898827251734702,0.993597968458198,0.9886331014530246,0.9898845518033201,0.9886672270728574,0.9865240648809881,0.9893856682023093
0.05,0.9866675314969823,0.9985774787387444,0.992692175457319,0.9960215454919026,0.9898895857688829,0.9932449281546941,0.9877565827157504,0.9886728467977878,0.9863343854156141,0.9834615792360035,0.983226369035087
0.1,0.975267625523855,0.9952284169950893,0.9744375976671473,0.9857320896360326,0.9630050055708304,0.9775681832535131,0.955573054394916,0.9681979022678444,0.950347558344697,0.9577715852936547,0.9397623053290063
0.1,0.9849615480255178,0.9938254982218728,0.9751775805428226,0.9850900599871636,0.9665085957294549,0.9759286618836154,0.9569264070188065,0.9605528963916486,0.9445135835946191,0.9444943312984558,0.9349133599567835
0.1,0.9920520776691071,0.9953725659969636,0.9728679762748391,0.985610924476566,0.9627517408528427,0.9777101603541356,0.9569583852040284,0.9655810505766828,0.9494659976324867,0.9574918602056074,0.9353311083921909
0.1,0.9790207918611789,0.9940045372965199,0.9713068230613487,0.9853654358326123,0.9636108762198783,0.9754206093249048,0.9581357103257028,0.9575489456426837,0.9473706009959795,0.939795361028358,0.9322532918495626
0.1,0.9828730435151222,0.9944130588518152,0.9704724918817955,0.9848734316312606,0.9587442571887518,0.9745984709073616,0.947080663239708,0.9612285848327697,0.936495650430805,0.9498384186823953,0.9290923199400815
0.1,0.9861259803789857,0.9957706174785319,0.9739353966093184,0.9849314283193492,0.9641772334450653,0.9749665331105619,0.9587653867722095,0.9597205120754512,0.9534249709821743,0.9415282559720556,0.951878512327715
0.1,0.9841413684671099,0.9963486215279225,0.9746533413458662,0.9860416830224188,0.9639530042397713,0.9765397032953532,0.955632131288383,0.9612049743124983,0.9481045343428848,0.9411383009432375,0.9448953077891032
0.1,0.9780964576054418,0.9947383841728467,0.9720663432955231,0.9862483155527584,0.9636067533639475,0.9775434632512366,0.9616393655478229,0.9605760031633304,0.9517204589193469,0.9414946216220377,0.9293139361675167
0.1,0.9807202577560563,0.9943118760617675,0.970099642494215,0.9845390824223654,0.9589583969502224,0.9761061888773243,0.9528257765156634,0.9631111176731137,0.9462330670603796,0.9428310051585801,0.9356299083044175
0.1,0.9691984270852548,0.9933375681456874,0.97195112236453,0.9844524690113039,0.964762936757359,0.9748866636365472,0.9599014526673573,0.9565994012349716,0.9556338037341193,0.9327684005920481,0.9518112511854397
0.2,0.9681907274200242,0.9820709723528666,0.9001015862115422,0.9521063183492978,0.8720386461825348,0.9265318243448883,0.8558686305159053,0.8699648642690693,0.8305751317854093,0.7763153037843821,0.7988750970709569
0.2,0.9607311378618317,0.9775813816445694,0.9099010152518244,0.9470435380567331,0.8818112498288798,0.9136876697675267,0.86286024087519,0.8697799716558589,0.8269562183408786,0.8171981092391768,0.7431336053237053
0.2,0.9596646006884094,0.9775562652746203,0.9113156311512017,0.9510773924870669,0.8805077875799698,0.9261886924127711,0.865535379218272,0.8694204026030687,0.8295920094893738,0.7802301685938999,0.7406826827736989
0.2,0.9160498389105842,0.9799822675906769,0.9097295033688302,0.9526162707959,0.8839860146297269,0.9273938241719051,0.8658484608676306,0.8854286097441358,0.8195416752906867,0.8517790322355057,0.7264201275075836
0.2,0.9528810467349219,0.9799073535639419,0.9036872333541369,0.9548681783256179,0.8695212263794811,0.9251354912228759,0.8422630819168327,0.873603023390202,0.8252764966309013,0.8364385400920192,0.8152001131496923
0.2,0.9049178135814157,0.9813241883557549,0.886804694957805,0.9492161732687672,0.8618861391495138,0.9204596077985899,0.8503509970159636,0.8796303510564433,0.8184716005983965,0.8427666035143124,0.7636853269709402
0.2,0.9592050426244622,0.9852413581293822,0.8919905977624375,0.9470057075884857,0.8666929213858844,0.9104644465580874,0.8555537903781909,0.8522430687221095,0.8306114177058387,0.776045150081873,0.7867918271945575
0.2,0.9627000406250279,0.9830393226871856,0.9095099095398458,0.9516756930536503,0.8884926885131404,0.9199128995932985,0.8682102469962012,0.8755766731643645,0.8437001157267516,0.8342537126347259,0.8216714428142147
0.2,0.9665058391339589,0.9789905815381157,0.9124114811056375,0.9526298428372909,0.8853389641890991,0.9290959705666929,0.87176752029,0.8827891370936506,0.8554512698946065,0.8512095427656221,0.8402508792959154
