noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation
0.05,0.9962394545544504,0.9991392414426779,0.9934377677160523,0.9966598651777984
0.05,0.9976320550608768,0.9989973811211451,0.9938626925497852,0.9970647215118539
0.05,0.9966860312339331,0.9990276952375361,0.994049536967928,0.9965032026767661
0.05,0.9958296425264463,0.9992195371285544,0.9942961296808657,0.9967885110611768
0.05,0.9968233434245556,0.9990300011628862,0.9940724865691423,0.9967496311009264
0.05,0.9949493631820514,0.9990870914795085,0.9936085153469063,0.9965212332059776
0.05,0.9984599432460353,0.9992132522859533,0.9943107106628211,0.9967310166399762
0.05,0.9967713100960401,0.9991739443086737,0.9942793862629482,0.996808935179378
0.05,0.9971734856888941,0.9990201160678103,0.9947612754337254,0.9966534348885282
0.05,0.9968858826623184,0.9988679862123029,0.9943753816549805,0.9966740468411666
0.1,0.9816554761097368,0.9963044372769579,0.976549362929818,0.9868869914991271
0.1,0.9661240982969409,0.9963255728221844,0.9742883879218178,0.9873052829942603
0.1,0.9890555964006285,0.996069656213873,0.9767978159897767,0.9858061052531043
0.1,0.9807106770111939,0.9959575735069945,0.97585680407563,0.9872741693116679
0.1,0.9888362583660419,0.9962090325802337,0.9787920525417048,0.9874638349775114
0.1,0.9811259759056759,0.9963560883996833,0.9768500219842087,0.9863299070665883
0.1,0.9850541684002063,0.9955224992877914,0.9789117290484547,0.986731555073288
0.1,0.9868552100484399,0.996248569070043,0.9756474752014208,0.9870595100395784
0.1,0.9943167317728234,0.9965108642586389,0.9777955089083037,0.9891125660189295
0.1,0.9889768886432319,0.995889713977186,0.9752998136570477,0.9863619388045862
0.2,0.9786314877456295,0.985270979706601,0.9222923128211797,0.9556056988584919
0.2,0.9582665955115086,0.9877486303013343,0.8986209579045185,0.9554391082935453
0.2,0.926827621473618,0.9864900712808791,0.9162189102592397,0.9561386017641647
0.2,0.9717550105799349,0.9860645012104752,0.924492212868767,0.9574770199775047
0.2,0.9368278319385549,0.9869673851748675,0.9240846419599338,0.9595421934194783
0.2,0.8914973544706672,0.9836073597076443,0.9194947825544015,0.9559470936925994
0.2,0.9388341399876401,0.9855402822080658,0.9064195561212287,0.9546229684389311
0.2,0.9397658393893432,0.9872353405075652,0.9080047219267743,0.9571674686858173
0.2,0.9690935689762056,0.9846393270253366,0.9069651719029141,0.9574978712437119
0.2,0.9428766576929126,0.9827290761619615,0.9126685940986392,0.9522629645968602
0.3,0.8875458930217948,0.967116325941231,0.8537498475013808,0.910675739097147
0.3,0.9500085782934602,0.9643744537736656,0.8450057619082519,0.9054245032084064
0.3,0.929917189365889,0.9676250246597653,0.8443891260164986,0.9097847823519901
0.3,0.9310780669201936,0.9783812876824479,0.8041905329607658,0.916051872351456
0.3,0.9513281931424935,0.9742950827006369,0.8350017841998966,0.9126909754845708
0.3,0.8147100981870218,0.9649083039562623,0.8281332479086586,0.9180904204757737
0.3,0.911509191011266,0.9740076256411573,0.8421655090593095,0.9251545567113851
0.3,0.962739807688956,0.9644136726982321,0.8578032038885314,0.9107289528643396
0.3,0.8978647529104037,0.9735250068845395,0.8253440769003615,0.9201444510754349
0.3,0.9367109920756846,0.9742821220757754,0.8385931290617379,0.9183619509303799
