noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation
0.05,0.9939858439041375,0.9990776931931259,0.9929168106761289,0.9965515676188788,0.9910465705780188,0.9943923809435286
0.05,0.9934464173712722,0.9986577724804291,0.9931659347643838,0.9959707301663456,0.9917764258388051,0.9939232861828002
0.05,0.9970420758888106,0.9990353799112627,0.9938171600886533,0.9966141934233452,0.9910936873040526,0.994324215317378
0.05,0.9962787389618476,0.9988117753582951,0.9927881382937478,0.9962882038810835,0.9907414015141318,0.9935589284396835
0.05,0.9965760507644614,0.9990102228866582,0.9925764418805727,0.9966729071356322,0.9905468266971239,0.9941313915140626
0.05,0.998203014503486,0.9988355136373861,0.9930139435815122,0.9960062412207622,0.9909622520639155,0.9925723299690035
0.05,0.9959126278757086,0.9988361849804946,0.9936807275615991,0.9963597788168261,0.9916668138790833,0.9933441427618911
0.05,0.9942726597411151,0.9987673059924517,0.9927560787838063,0.9963068589887693,0.9909689958880122,0.9935395485909494
0.05,0.9944018161970437,0.9986782544046532,0.9930802180342891,0.996420820017285,0.9910095514639112,0.9942841962629027
0.05,0.9974448915176826,0.9988349434327455,0.9934200139498887,0.996650373319429,0.9908184925674903,0.9937374620397265
0.1,0.9693003252870365,0.9961870116694364,0.975481654945753,0.9870256438772491,0.9692256138231761,0.9785488151980254
0.1,0.9874224985276397,0.9943479313521464,0.9721396762025293,0.9856339715850149,0.9642672622814644,0.9764212078986216
0.1,0.9737180633556732,0.9956127675471297,0.9766652361569279,0.9859042634322681,0.9673243282719541,0.9757907868930125
0.1,0.9890824484132417,0.9954622631327786,0.9697522039841298,0.9860518143713494,0.9646634139301797,0.9747332421734045
0.1,0.9861469413299059,0.9951490951289478,0.9742671553818667,0.9861492959024556,0.9688070149427757,0.9757033444077413
0.1,0.975443984349638,0.9959793902644005,0.9741414244957204,0.9876189663075666,0.9654457482103318,0.9787014942498365
0.1,0.9750603323502902,0.99408571149493,0.97080200369968,0.9842361770026593,0.9617290302272001,0.9729725293670539
0.1,0.988813374939012,0.9957864652337558,0.9718175573206377,0.9852130810011118,0.9636414074053203,0.9751300857739787
0.1,0.9908423482913821,0.9947347014312687,0.9756347017010942,0.9865526766847583,0.9699638785003504,0.9777389166857999
0.1,0.9859158542648158,0.9963989377134642,0.973359484223469,0.9864743808250054,0.9660615328872245,0.9764803066422711
0.2,0.9485754472029123,0.9861184124149234,0.911911406678631,0.9529532134351365,0.8913083166627137,0.9198433535578376
0.2,0.9694494434274186,0.9811667935791962,0.9096753098876834,0.9530066503637303,0.8865895903972466,0.92122838418024
0.2,0.9543666470173837,0.9872525799527414,0.9254443040855522,0.9565245210476295,0.9005079341015919,0.9290364812293496
0.2,0.9819176413084985,0.9837776320240849,0.913727345992904,0.9566846170422586,0.8956288827028471,0.9335512960717093
0.2,0.8979068138285395,0.9815923223058989,0.9144102192402095,0.9512186474372666,0.8943469479406795,0.916971000719875
0.2,0.9494925782293601,0.9849502156094037,0.9085295287920464,0.9518425844056801,0.8897699799771356,0.920323911547227
0.2,0.9446497141609621,0.9806491920477712,0.9032448702264713,0.9495659030600277,0.8834348675323829,0.9203994882132834
0.2,0.9263930421998887,0.97942016560829,0.9097865462154415,0.9540374686572426,0.8815921759344059,0.9266372990445771
0.2,0.9615803001905039,0.9871582074912361,0.9058921612131965,0.9563568280654212,0.8923122666727318,0.9264303378188338
0.2,0.9481116065279817,0.9862867415243969,0.8966951072641476,0.9586174796935533,0.882646445056266,0.9382215460489296
0.3,0.8467427977654169,0.9621761857578351,0.8037143796233156,0.9071347093355111,0.7619539045795678,0.8583919023546059
0.3,0.8777005764997036,0.9593965509904594,0.8407119009683313,0.8995059307971787,0.8022195318266199,0.8479640433759565
0.3,0.8310108905733238,0.9564267710575627,0.809415749121689,0.9001507326048224,0.7669208567696993,0.8421097096490614
0.3,0.9197397108258696,0.9665264135112026,0.8233651851032722,0.906756927658198,0.788009026460316,0.8539353393830481
0.3,0.9310363783721977,0.9695400944463753,0.8208121571022333,0.9110924225416198,0.770351983919366,0.8574376323854522
0.3,0.9355468010612853,0.9624220953415185,0.8264388817373124,0.9107972372047173,0.8165551354549562,0.8683127609319404
0.3,0.9156060032911257,0.9730719927929765,0.8240259962064961,0.9019989827019966,0.7891044849566561,0.8366428659352996
0.3,0.6501191422843419,0.9563834576872466,0.8134333730447942,0.9008937666099662,0.772742151957514,0.8466009778556473
0.3,0.7993621753170082,0.9603682354036435,0.8141492687962685,0.9103858973813915,0.81239530842635,0.8608430927768975
0.3,0.9295623989752687,0.9678256197319927,0.8244672108806116,0.9016139016851303,0.8111698351281449,0.8335768025941597
