noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation,order13_correlation,order14_correlation
0.05,0.9950687416991099,0.9990925199718016,0.9929579225210855,0.9958520262308933,0.9907130232759059,0.9927863842616498,0.9885411235622222,0.9882749782515907,0.9852717160706557,0.9844974456404086,0.9812331889822486,0.9848798371793296,0.9795126959047514,0.989418133731792
0.05,0.9937726194264876,0.9986637211107915,0.9933126763198205,0.9957963860287318,0.9899665115119006,0.9930311879304919,0.9876328645799322,0.9889361861615681,0.9859709802898435,0.9839614178500193,0.9838346701905724,0.9814040508477058,0.979569968911682,0.9825051883251129
0.05,0.9955421351360888,0.9984829796069474,0.9921646809284417,0.9958134138086314,0.9891392347123747,0.992742172732775,0.9865272138596591,0.9892511864399856,0.9832426503676818,0.9860621092799956,0.9782989970613202,0.9838456936025974,0.9706475870799142,0.9840151295193031
0.05,0.9955441757113602,0.9983168447065349,0.9933156283529982,0.9961698133780355,0.9901046270268353,0.9936282507357528,0.9876940583419435,0.9894119651328591,0.9851002768603551,0.9851284417118992,0.9829686165983129,0.9821094377460348,0.9826875341697086,0.9771455490168942
0.05,0.9979853084357202,0.9986452107162492,0.9937430650091953,0.9962416510578229,0.9908049954705728,0.9941252608384911,0.989028256040626,0.989916918372163,0.9860161861955128,0.9858435692669045,0.9806605034452455,0.9864596007458151,0.9754148582016752,0.9887960253882537
0.05,0.9951761936922573,0.9986092089582146,0.9921920297115363,0.9959183922196762,0.9895977314822908,0.9935167413303632,0.9879847240512171,0.9896833571680674,0.9870075402673801,0.9841826069504421,0.9863022469702497,0.9783605105431035,0.9844304994483606,0.974170548999694
0.05,0.9912298930825024,0.998823882151434,0.9931177932183254,0.9963564469969357,0.9901059680126045,0.9938273993336645,0.9874785665177923,0.9902503650446804,0.9853890507753681,0.9869100887956104,0.9852389496017268,0.9849439609488532,0.9888941971256762,0.9832090169879912
0.05,0.9966248495480277,0.9984752082581179,0.9922030399119763,0.9957636730674208,0.9892054980625495,0.9926447670860508,0.9869100190819728,0.9877543609848112,0.9859520407206748,0.9831887868181027,0.9851807823724543,0.9803031411121969,0.9811185248044715,0.9748571610563634
0.05,0.9962251223632232,0.9985088267465905,0.9933362428687526,0.9961352854995781,0.9906693895188899,0.993570928333166,0.9887570297943001,0.9900932480020803,0.9866775168024872,0.9863545408748825,0.9829193678909068,0.9840707605376423,0.9767924234752658,0.9834271375234803
0.05,0.9926254228653199,0.9988359956653572,0.9916108735878804,0.9957985671940146,0.9878725409865404,0.9932897270401749,0.9861170502652666,0.9900048492375375,0.9847084322862819,0.9866964866414727,0.9835401605357968,0.9861509710996866,0.9843582005687346,0.9881649966433083
0.1,0.9788309462311814,0.9950490361772857,0.9744425787301424,0.9849081067059876,0.9651144557511597,0.9776741962885482,0.9607531623719323,0.9657378808624946,0.954919782902729,0.9472611921338779,0.9446102080774712,0.9299262183794471,0.9256881512265543,0.9201316978560576
0.1,0.9897580501316167,0.9950108322258684,0.9748162136322539,0.9865255584325099,0.9665629293422077,0.9778872923762105,0.959500240311786,0.9627812248934761,0.9543872758132408,0.9462057509771052,0.9511822995997611,0.9399815842194051,0.9535750391847073,0.941584482084663
0.1,0.9602403494654538,0.9942060705452029,0.9699615019134418,0.9851035648309066,0.9598769264495656,0.976033595290605,0.9525536781370876,0.9595602864179773,0.9390216113084365,0.93410166769043,0.9217166935194583,0.913548268444098,0.9122165751490243,0.9058857187218241
0.1,0.9736562878800239,0.9940544345742003,0.9721031791892799,0.9853235444553986,0.9593053088135464,0.9760531874069343,0.9510894438135615,0.9591882327704684,0.9419369130009898,0.9366051516368062,0.9291048128802776,0.9238988004561841,0.9157146725060442,0.9257174357843331
