Feature,Phi_Value
0,0.2198484298391892
1,-0.1499354804368055
2,-0.21331137879991716
3,0.47516937521815267
4,-0.7104983310301931
5,0.43191842210899417
6,0.11698299783078822
7,0.22254363069113384
8,0.2463675040269491
9,0.006599658971663099
10,-0.09494572877760167
11,-0.06720311404932024
12,-0.18346418418876154
13,-0.051955858529680043
14,0.4125574605380697
