,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,8,0.17422175407409668,0.7010703363914373,0.7033639143730888,0.7045871559633027,0.7243119266055047
2,2,29,0.4509906768798828,0.8547400611620795,0.853058103975535,0.8374617737003058,0.8211009174311925
3,3,64,0.8621194362640381,0.9166666666666666,0.9097859327217126,0.8847094801223243,0.8417431192660552
4,4,99,1.2668962478637695,0.9220183486238532,0.9128440366972479,0.887308868501529,0.8411314984709481
5,5,120,1.5334722995758057,0.9281345565749235,0.9079510703363916,0.8766055045871559,0.8377675840978593
6,6,127,1.6102073192596436,0.9258409785932722,0.9039755351681957,0.8718654434250764,0.832262996941896
7,7,128,1.6096999645233154,0.9243119266055045,0.9068807339449542,0.886085626911315,0.8643730886850154
