k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.8,"0,1,2,3,5,6",6,0.7766666666666666,0.023333333333333428
2,0.8133333333333334,"0,1,3,5,6,7",6,0.7833333333333333,0.030000000000000027
3,0.81,"0,1,3,4,5,6",6,0.7566666666666667,0.053333333333333344
4,0.8033333333333333,"1,2,4,5,6,7",6,0.7566666666666667,0.046666666666666634
5,0.8,"1,2,4,5,6,7",6,0.7566666666666667,0.043333333333333335
6,0.8,"1,2,4,5,6,7",6,0.7566666666666667,0.043333333333333335
7,0.78,"1,2,3,4,5,6,7",7,0.7566666666666667,0.023333333333333317
8,0.7566666666666667,"0,1,2,3,4,5,6,7",8,0.7566666666666667,0.0
