Feature,Phi_Value
0,0.05109367495869328
1,-0.6436551832982382
2,0.4119402368944055
3,0.31018873027518273
4,0.7425320326937794
5,-1.1389518467966628
6,-0.5737286135647254
7,0.05881237802068128
8,0.21445988557812012
9,-0.26789634764724607
10,-0.1255079488296627
11,0.5881763609256585
12,-1.0007709540514242
13,0.5996162518265319
14,0.20346381492082327
