noise_level,phi_correlation,interaction_correlation
0.05,0.9963148333267651,0.9911366732955033
0.05,0.9974822057565143,0.9939199674427391
0.05,0.9974576404698751,0.9939065924196591
0.05,0.9966710400545485,0.9891102747214238
0.05,0.9983591441424564,0.9892044267622719
0.05,0.9966178897321165,0.9830980538292347
0.05,0.9990592642200737,0.9938007229508767
0.05,0.9942919865225407,0.9902141110822286
0.05,0.9985010592756587,0.9909708385359318
0.05,0.996509106111881,0.9762699595465052
0.1,0.9898694822966503,0.9508249475065738
0.1,0.9927627105576106,0.9608119614139943
0.1,0.9951951453178318,0.9688645597801505
0.1,0.9846837053707255,0.9534063899821246
0.1,0.9864590739504986,0.9654356300090482
0.1,0.9910201134706798,0.9795129600800254
0.1,0.9913654823171567,0.9437686640824898
0.1,0.9887640267347557,0.9691934867057561
0.1,0.9918157085107733,0.9890815504286898
0.1,0.9929589871567731,0.9857157349955148
0.2,0.9638700249810146,0.8825455413291785
0.2,0.9274391199416948,0.8571098870355109
0.2,0.9474914190087682,0.8908697745709169
0.2,0.9735695722669224,0.6863782708992716
0.2,0.9502962572339922,0.9445197472058721
0.2,0.9705867233118485,0.8787875811396485
0.2,0.9508274261045785,0.9315041120659892
0.2,0.9699786157068266,0.8526563810592555
0.2,0.9572290050529396,0.8804301065017882
0.2,0.9587041635286255,0.900549680313157
0.3,0.876851792823064,0.7506181958746235
0.3,0.9448322033355765,0.7635842907779685
0.3,0.9597353227016152,0.7127440426232503
0.3,0.9206072657638352,0.8088582667769327
0.3,0.9292647602205041,0.9530951051779559
0.3,0.8634321606860151,0.7665465834444354
0.3,0.9513012511020534,0.8896872246749017
0.3,0.9535060892515906,0.8580545183110302
0.3,0.894292016314446,0.8513948883584774
0.3,0.9041250469165057,0.7725269027098749
