noise_level,phi_correlation,interaction_correlation
0.05,0.9981150980108968,0.9884630414919474
0.05,0.9978255054871602,0.9907368840329297
0.05,0.9952187944371399,0.987827526551633
0.05,0.9986077310298556,0.9917374160584176
0.05,0.9958724427083925,0.9950940190668649
0.05,0.9975033546711948,0.9874106838916639
0.05,0.9978205693403348,0.9941246862920196
0.05,0.9975478025819606,0.9876588459109009
0.05,0.9986473459644598,0.9951262644689184
0.05,0.9976089454078798,0.9948531180650042
0.1,0.9904098963679968,0.9711998688778649
0.1,0.985897868877771,0.9845728341086838
0.1,0.9884678279785692,0.9805281913765287
0.1,0.9912406502864408,0.9876849131624018
0.1,0.9904460868890594,0.990108429580108
0.1,0.9906359450781393,0.9831882058542807
0.1,0.9926197569294071,0.9815064627783439
0.1,0.9877895976913398,0.9780447229791204
0.1,0.9865348792774724,0.96170423488636
0.1,0.9845725926511694,0.9606280074563758
0.2,0.9693748419587745,0.8477403857212539
0.2,0.9603362413652871,0.839293060979533
0.2,0.9381697037756613,0.7770017972295623
0.2,0.9369710484432501,0.9147356443353116
0.2,0.9401045132205227,0.9183134654863156
0.2,0.9671453481903673,0.9311135513890066
0.2,0.9546591401964934,0.8620418528599424
0.2,0.9432460557942198,0.932309939035976
0.2,0.9765416850817976,0.9403870850145526
0.2,0.9674460355066921,0.8935260308358711
0.3,0.9321986261396532,0.8956061481544985
0.3,0.9194629254560538,0.7732871806500802
0.3,0.9268154982701616,0.8735623533522365
0.3,0.8418271921908096,0.7899761075565245
0.3,0.8683280734498584,0.8425462442548434
0.3,0.8902970857498793,0.8843536709078017
0.3,0.8992872101053445,0.8579420061240685
0.3,0.7924079341275987,0.7725465982929044
0.3,0.822277806971964,0.9260330941117194
0.3,0.9154017320836462,0.8611632685570967
