noise_level,phi_correlation,interaction_correlation
0.05,0.9948146060699381,0.9911364698726919
0.05,0.9978866019438882,0.9952452488157282
0.05,0.9963979156343353,0.9914902003555974
0.05,0.9988139615605697,0.9853638141439933
0.05,0.9958936996860559,0.9963346611654924
0.05,0.9968144146905872,0.987312032451721
0.05,0.9972069245981541,0.9916340198376952
0.05,0.998517965788285,0.9917266273560276
0.05,0.9979659913921463,0.9955547760869016
0.05,0.9966561053052395,0.9874595363309203
0.1,0.991282112566921,0.9651952560135844
0.1,0.9950192008701375,0.9631969303982407
0.1,0.9901180169825095,0.9804575446426714
0.1,0.9909565865881785,0.9719100395918208
0.1,0.9898460128096096,0.9950425481830596
0.1,0.9898752533083348,0.9678378514212688
0.1,0.9927806182004506,0.9506857460715995
0.1,0.9880837510773911,0.986919328007771
0.1,0.9919694621000454,0.9722258608568188
0.1,0.9862727104101802,0.9696693185388824
0.2,0.9509574151660533,0.9669684448034388
0.2,0.9380362942710412,0.926512440184857
0.2,0.9591393949495549,0.8843726758563029
0.2,0.971606589768153,0.9710185603535
0.2,0.9491256092552548,0.8761404814034754
0.2,0.947906632081145,0.8006403875477847
0.2,0.9638191337063546,0.8399665864475293
0.2,0.9127980947275144,0.9171000728133102
0.2,0.9763834256296376,0.9124291473897335
0.2,0.9739785418768346,0.9352312679232668
0.3,0.8570322768982555,0.7968400742279941
0.3,0.8806470827777804,0.7366036616992229
0.3,0.9407337943270583,0.8272316928487969
0.3,0.8796638721096538,0.8856090350630071
0.3,0.865292973950016,0.9463061685223983
0.3,0.9236284563726899,0.9427612340308984
0.3,0.8978631901708339,0.9280535639649933
0.3,0.9144873752675579,0.7452216496307603
0.3,0.9008636309242468,0.713041643028191
0.3,0.9057794719545734,0.9769279615103345
