,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,9,0.002004861831665039,0.7466666666666667,0.7413333333333334,0.7353333333333334,0.738,0.7448333333333333,0.027970222261064243
2,2,37,0.12155437469482422,0.78,0.7666666666666666,0.7546666666666666,0.742,0.7800833333333334,0.023113397990487394
3,3,93,0.2628059387207031,0.7866666666666666,0.7626666666666667,0.7553333333333333,0.742,0.7884166666666669,0.025225235380467705
4,4,163,0.46612548828125,0.7833333333333333,0.7746666666666666,0.7593333333333334,0.7513333333333334,0.7865000000000001,0.028019834244890008
5,5,219,0.6203937530517578,0.7933333333333333,0.7733333333333333,0.7633333333333333,0.7493333333333332,0.7913333333333332,0.02550653511030719
6,6,247,0.6816589832305908,0.79,0.7653333333333332,0.7533333333333333,0.7513333333333334,0.7943333333333332,0.024448926356795304
7,7,255,0.7180595397949219,0.79,0.7733333333333333,0.744,0.7353333333333334,0.7935000000000001,0.024932687157402208
8,8,256,0.7172577381134033,0.79,0.7666666666666666,0.7646666666666666,0.7413333333333333,0.78525,0.025593103454728667
