,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,shapley_stability,order2_stability,order3_stability,order4_stability,order5_stability,order6_stability,order7_stability
1,1,8,0.001004934310913086,0.8592592592592593,,,,,0.9959041217173943,,,,,,
2,2,29,0.0020024776458740234,0.8703703703703703,,,,,0.9794028825099497,0.9837856169595138,,,,,
3,3,64,0.0029985904693603516,0.8629629629629629,,,,,0.9587211361084268,0.9779775846373346,0.9519837588273042,,,,
4,4,99,0.005002737045288086,0.8666666666666667,,,,,0.9534342593030591,0.974724403238385,0.9497574177083665,0.9719688247911447,,,
5,5,120,0.009685754776000977,0.8629629629629629,,,,,0.9633767016015287,0.9799041477571575,0.9508904885332077,0.9744478358327779,0.9416124012072095,,
6,6,127,0.00900125503540039,0.8629629629629629,,,,,0.949937370273883,0.975682537997976,0.9450717313171192,0.9735889445766354,0.9436458853918532,0.9683846348100458,
7,7,128,0.011430740356445312,0.8629629629629629,,,,,0.9566089363257367,0.9756364841948015,0.9500750989102604,0.974285137766163,0.9489451979432172,0.970906997784485,
